start,end,day,t0_min,t1_min,activity
2010-11-06 17:06:00,2010-11-06 17:06:04,2,3906.0,3906.08,Enter_Home
2010-11-06 17:07:53,2010-11-06 17:07:58,2,3907.89,3907.97,Leave_Home
2010-11-06 17:34:42,2010-11-06 17:34:46,2,3934.71,3934.78,Enter_Home
2010-11-06 18:29:36,2010-11-06 18:41:18,2,3989.61,4001.31,Relax
2010-11-06 19:59:48,2010-11-06 20:41:11,2,4079.81,4121.19,Relax
2010-11-06 20:46:41,2010-11-06 20:54:02,2,4126.69,4134.04,Relax
2010-11-06 21:01:03,2010-11-06 22:27:07,2,4141.05,4227.12,Relax
2010-11-06 22:27:35,2010-11-06 22:36:08,2,4227.59,4236.14,Relax
2010-11-06 22:46:34,2010-11-06 23:26:55,2,4246.58,4286.92,Relax
2010-11-06 23:28:33,2010-11-06 23:52:55,2,4288.55,4312.93,Work
2010-11-07 00:02:39,2010-11-07 00:34:46,3,4322.65,4354.78,Sleeping
2010-11-07 00:34:48,2010-11-07 00:35:36,3,4354.81,4355.6,Bed_to_Toilet
2010-11-07 00:36:18,2010-11-07 03:43:08,3,4356.3,4543.14,Sleeping
2010-11-07 03:43:19,2010-11-07 03:46:23,3,4543.33,4546.4,Bed_to_Toilet
2010-11-07 03:46:41,2010-11-07 03:47:14,3,4546.69,4547.25,Sleeping
2010-11-07 03:49:20,2010-11-07 03:51:17,3,4549.34,4551.3,Bed_to_Toilet
2010-11-07 03:51:21,2010-11-07 07:34:57,3,4551.36,4774.96,Sleeping
2010-11-07 07:35:43,2010-11-07 07:37:13,3,4775.73,4777.23,Meal_Preparation
2010-11-07 07:50:09,2010-11-07 07:57:21,3,4790.15,4797.37,Meal_Preparation
2010-11-07 08:00:38,2010-11-07 08:06:12,3,4800.63,4806.2,Meal_Preparation
2010-11-07 08:06:14,2010-11-07 08:13:27,3,4806.24,4813.46,Eating
2010-11-07 08:14:48,2010-11-07 08:30:55,3,4814.81,4830.92,Relax
2010-11-07 08:33:29,2010-11-07 08:36:46,3,4833.49,4836.77,Relax
2010-11-07 08:44:12,2010-11-07 08:45:56,3,4844.2,4845.95,Work
2010-11-07 10:31:45,2010-11-07 11:55:25,3,4951.76,5035.43,Relax
2010-11-07 12:03:08,2010-11-07 12:06:32,3,5043.14,5046.54,Meal_Preparation
2010-11-07 12:08:27,2010-11-07 12:20:17,3,5048.45,5060.3,Eating
2010-11-07 12:21:15,2010-11-07 12:23:55,3,5061.26,5063.92,Meal_Preparation
2010-11-07 12:24:27,2010-11-07 12:30:34,3,5064.46,5070.58,Eating
2010-11-07 12:30:42,2010-11-07 12:38:26,3,5070.7,5078.44,Relax
2010-11-07 12:38:28,2010-11-07 12:54:59,3,5078.47,5094.99,Eating
2010-11-07 13:46:10,2010-11-07 14:12:53,3,5146.18,5172.89,Relax
2010-11-07 14:28:07,2010-11-07 14:33:38,3,5188.13,5193.65,Housekeeping
2010-11-07 14:37:13,2010-11-07 14:38:27,3,5197.22,5198.46,Work
2010-11-07 14:38:50,2010-11-07 14:40:38,3,5198.84,5200.65,Meal_Preparation
2010-11-07 14:40:39,2010-11-07 14:42:49,3,5200.66,5202.83,Eating
2010-11-07 14:43:42,2010-11-07 15:08:54,3,5203.71,5228.9,Relax
2010-11-07 15:10:28,2010-11-07 15:13:19,3,5230.47,5233.32,Eating
2010-11-07 15:40:57,2010-11-07 15:41:58,3,5260.96,5261.98,Meal_Preparation
2010-11-07 15:42:09,2010-11-07 15:55:52,3,5262.16,5275.88,Eating
2010-11-07 16:01:50,2010-11-07 16:09:33,3,5281.84,5289.56,Relax
2010-11-07 16:09:55,2010-11-07 16:11:51,3,5289.93,5291.85,Work
2010-11-07 16:14:12,2010-11-07 16:21:40,3,5294.21,5301.68,Relax
2010-11-07 16:24:47,2010-11-07 16:45:49,3,5304.79,5325.82,Relax
2010-11-07 16:48:51,2010-11-07 16:55:25,3,5328.86,5335.43,Relax
2010-11-07 16:56:12,2010-11-07 17:07:54,3,5336.21,5347.9,Relax
2010-11-07 17:07:54,2010-11-07 17:12:21,3,5347.91,5352.36,Eating
2010-11-07 17:19:51,2010-11-07 17:27:09,3,5359.86,5367.16,Meal_Preparation
2010-11-07 17:29:12,2010-11-07 17:30:23,3,5369.21,5370.39,Meal_Preparation
2010-11-07 17:30:26,2010-11-07 17:40:44,3,5370.45,5380.74,Eating
2010-11-07 17:40:51,2010-11-07 17:46:24,3,5380.86,5386.41,Wash_Dishes
2010-11-07 17:47:05,2010-11-07 18:15:27,3,5387.08,5415.46,Relax
2010-11-07 18:21:42,2010-11-07 19:09:38,3,5421.7,5469.65,Relax
2010-11-07 19:19:24,2010-11-07 19:37:57,3,5479.4,5497.95,Relax
2010-11-07 19:52:24,2010-11-07 20:05:57,3,5512.4,5525.96,Work
2010-11-07 20:37:41,2010-11-07 20:40:22,3,5557.69,5560.37,Eating
2010-11-07 20:40:41,2010-11-07 21:48:13,3,5560.68,5628.23,Relax
2010-11-07 21:52:18,2010-11-07 21:59:36,3,5632.3,5639.62,Relax
2010-11-07 22:00:40,2010-11-07 22:48:22,3,5640.68,5688.38,Relax
2010-11-07 22:59:09,2010-11-07 23:45:22,3,5699.16,5745.38,Relax
2010-11-07 23:52:03,2010-11-08 05:39:57,3,5752.06,6099.95,Sleeping
2010-11-08 05:40:10,2010-11-08 05:43:15,4,6100.18,6103.25,Bed_to_Toilet
2010-11-08 05:43:34,2010-11-08 08:06:37,4,6103.57,6246.62,Sleeping
2010-11-08 08:15:47,2010-11-08 08:19:26,4,6255.79,6259.44,Meal_Preparation
2010-11-08 08:20:36,2010-11-08 08:21:33,4,6260.6,6261.56,Meal_Preparation
2010-11-08 08:21:52,2010-11-08 08:34:43,4,6261.87,6274.73,Meal_Preparation
2010-11-08 08:35:53,2010-11-08 08:39:50,4,6275.9,6279.85,Meal_Preparation
2010-11-08 08:40:00,2010-11-08 09:03:09,4,6280.01,6303.16,Relax
2010-11-08 09:03:53,2010-11-08 09:09:41,4,6303.89,6309.68,Meal_Preparation
2010-11-08 09:10:05,2010-11-08 09:20:37,4,6310.09,6320.62,Relax
2010-11-08 09:37:57,2010-11-08 09:38:53,4,6337.96,6338.89,Meal_Preparation
2010-11-08 09:42:56,2010-11-08 09:44:21,4,6342.95,6344.35,Meal_Preparation
2010-11-08 09:49:03,2010-11-08 10:02:39,4,6349.06,6362.66,Relax
2010-11-08 10:03:57,2010-11-08 10:25:05,4,6363.96,6385.1,Eating
2010-11-08 10:28:50,2010-11-08 10:38:29,4,6388.83,6398.49,Eating
2010-11-08 11:28:52,2010-11-08 11:31:46,4,6448.88,6451.78,Eating
2010-11-08 11:42:48,2010-11-08 11:43:03,4,6462.81,6463.05,Leave_Home
2010-11-08 11:44:23,2010-11-08 11:44:32,4,6464.4,6464.54,Enter_Home
2010-11-08 11:44:42,2010-11-08 11:44:48,4,6464.7,6464.81,Leave_Home
2010-11-08 11:45:44,2010-11-08 11:45:48,4,6465.75,6465.82,Enter_Home
2010-11-08 11:46:08,2010-11-08 11:46:08,4,6466.14,6466.15,Leave_Home
2010-11-08 13:46:28,2010-11-08 13:46:43,4,6586.48,6586.72,Enter_Home
2010-11-08 13:58:31,2010-11-08 14:00:25,4,6598.53,6600.43,Meal_Preparation
2010-11-08 14:05:26,2010-11-08 14:06:07,4,6605.44,6606.12,Meal_Preparation
2010-11-08 14:06:15,2010-11-08 14:16:31,4,6606.26,6616.52,Eating
2010-11-08 14:16:39,2010-11-08 14:17:13,4,6616.66,6617.22,Wash_Dishes
2010-11-08 14:18:33,2010-11-08 14:59:16,4,6618.55,6659.27,Relax
2010-11-08 15:20:18,2010-11-08 16:14:22,4,6680.31,6734.37,Relax
2010-11-08 16:31:39,2010-11-08 16:40:02,4,6751.66,6760.04,Housekeeping
2010-11-08 16:42:31,2010-11-08 16:42:35,4,6762.52,6762.59,Leave_Home
2010-11-08 16:56:49,2010-11-08 16:56:54,4,6776.82,6776.9,Enter_Home
2010-11-08 17:09:23,2010-11-08 17:10:17,4,6789.38,6790.3,Work
2010-11-08 17:25:02,2010-11-08 17:25:15,4,6805.04,6805.26,Leave_Home
2010-11-08 17:33:06,2010-11-08 17:33:11,4,6813.11,6813.2,Enter_Home
2010-11-08 17:33:30,2010-11-08 17:39:13,4,6813.5,6819.22,Work
2010-11-08 17:45:21,2010-11-08 18:04:32,4,6825.35,6844.55,Work
2010-11-08 18:06:26,2010-11-08 18:40:25,4,6846.44,6880.42,Relax
2010-11-08 18:40:52,2010-11-08 18:43:17,4,6880.87,6883.29,Meal_Preparation
2010-11-08 18:44:08,2010-11-08 18:44:52,4,6884.14,6884.88,Meal_Preparation
2010-11-08 18:45:02,2010-11-08 18:54:49,4,6885.04,6894.82,Eating
2010-11-08 18:58:10,2010-11-08 19:17:19,4,6898.17,6917.33,Relax
2010-11-08 19:21:17,2010-11-08 19:45:44,4,6921.3,6945.74,Relax
2010-11-08 19:47:01,2010-11-08 19:57:05,4,6947.03,6957.09,Relax
2010-11-08 20:02:16,2010-11-08 20:40:25,4,6962.27,7000.43,Relax
2010-11-08 20:44:26,2010-11-08 22:11:51,4,7004.44,7091.85,Relax
2010-11-08 22:24:17,2010-11-08 23:28:40,4,7104.3,7168.67,Relax
2010-11-08 23:36:00,2010-11-08 23:44:58,4,7176.0,7184.98,Relax
2010-11-08 23:54:38,2010-11-09 00:30:28,4,7194.65,7230.47,Sleeping
2010-11-09 00:30:32,2010-11-09 00:32:54,5,7230.54,7232.91,Bed_to_Toilet
2010-11-09 00:33:12,2010-11-09 05:31:19,5,7233.21,7531.33,Sleeping
2010-11-09 05:31:30,2010-11-09 05:34:08,5,7531.51,7534.15,Bed_to_Toilet
2010-11-09 05:34:57,2010-11-09 08:39:58,5,7534.96,7719.98,Sleeping
2010-11-09 08:46:52,2010-11-09 08:55:17,5,7726.87,7735.3,Meal_Preparation
2010-11-09 08:57:28,2010-11-09 09:01:03,5,7737.47,7741.05,Meal_Preparation
2010-11-09 09:02:03,2010-11-09 09:11:00,5,7742.07,7751.01,Meal_Preparation
2010-11-09 09:11:50,2010-11-09 09:23:22,5,7751.83,7763.38,Relax
2010-11-09 09:27:43,2010-11-09 09:38:41,5,7767.73,7778.7,Relax
2010-11-09 09:49:07,2010-11-09 09:52:37,5,7789.13,7792.63,Meal_Preparation
2010-11-09 09:53:25,2010-11-09 09:54:00,5,7793.42,7794.01,Meal_Preparation
2010-11-09 10:12:07,2010-11-09 10:13:40,5,7812.13,7813.67,Housekeeping
2010-11-09 10:13:43,2010-11-09 10:18:03,5,7813.73,7818.07,Relax
2010-11-09 10:19:13,2010-11-09 10:23:28,5,7819.22,7823.48,Relax
2010-11-09 10:24:01,2010-11-09 11:32:39,5,7824.02,7892.66,Housekeeping
2010-11-09 11:34:08,2010-11-09 11:34:14,5,7894.15,7894.23,Leave_Home
2010-11-09 11:36:36,2010-11-09 11:36:41,5,7896.61,7896.69,Enter_Home
2010-11-09 11:41:42,2010-11-09 11:41:46,5,7901.7,7901.77,Leave_Home
2010-11-09 13:47:23,2010-11-09 13:47:28,5,8027.38,8027.47,Enter_Home
2010-11-09 13:47:37,2010-11-09 13:53:41,5,8027.63,8033.69,Eating
2010-11-09 13:53:43,2010-11-09 13:56:08,5,8033.73,8036.13,Meal_Preparation
2010-11-09 13:58:39,2010-11-09 14:00:07,5,8038.67,8040.12,Meal_Preparation
2010-11-09 14:00:12,2010-11-09 14:08:35,5,8040.21,8048.59,Eating
2010-11-09 14:08:45,2010-11-09 14:15:01,5,8048.76,8055.03,Relax
2010-11-09 14:17:44,2010-11-09 14:47:27,5,8057.73,8087.45,Relax
2010-11-09 14:55:55,2010-11-09 14:55:59,5,8095.92,8096.0,Leave_Home
2010-11-09 15:12:34,2010-11-09 15:12:45,5,8112.57,8112.76,Enter_Home
2010-11-09 15:29:54,2010-11-09 15:34:50,5,8129.91,8134.84,Relax
2010-11-09 15:47:38,2010-11-09 15:50:20,5,8147.64,8150.35,Relax
2010-11-09 16:15:50,2010-11-09 16:24:09,5,8175.84,8184.16,Relax
2010-11-09 17:48:01,2010-11-09 18:00:17,5,8268.02,8280.28,Meal_Preparation
2010-11-09 18:01:08,2010-11-09 18:03:06,5,8281.13,8283.11,Meal_Preparation
2010-11-09 18:04:35,2010-11-09 18:06:36,5,8284.59,8286.61,Meal_Preparation
2010-11-09 18:06:45,2010-11-09 18:10:01,5,8286.76,8290.02,Eating
2010-11-09 18:10:03,2010-11-09 18:11:50,5,8290.06,8291.84,Meal_Preparation
2010-11-09 18:12:17,2010-11-09 18:20:02,5,8292.29,8300.04,Eating
2010-11-09 18:22:50,2010-11-09 18:25:57,5,8302.84,8305.96,Eating
2010-11-09 18:31:42,2010-11-09 18:39:35,5,8311.71,8319.6,Eating
2010-11-09 18:55:41,2010-11-09 19:01:21,5,8335.69,8341.37,Eating
2010-11-09 19:02:07,2010-11-09 19:04:06,5,8342.12,8344.1,Wash_Dishes
2010-11-09 19:05:13,2010-11-09 19:10:41,5,8345.22,8350.7,Wash_Dishes
2010-11-09 19:17:56,2010-11-09 20:41:22,5,8357.94,8441.38,Work
2010-11-09 20:47:48,2010-11-09 20:54:32,5,8447.81,8454.55,Relax
2010-11-09 21:08:01,2010-11-09 21:43:38,5,8468.02,8503.65,Relax
2010-11-09 21:55:26,2010-11-09 23:56:08,5,8515.44,8636.14,Relax
2010-11-09 23:58:54,2010-11-10 00:00:05,5,8638.91,8640.09,Sleeping
2010-11-10 00:09:31,2010-11-10 06:41:22,6,8649.53,9041.37,Sleeping
2010-11-10 06:49:05,2010-11-10 06:59:08,6,9049.1,9059.14,Meal_Preparation
2010-11-10 07:04:46,2010-11-10 07:06:31,6,9064.78,9066.52,Respirate
2010-11-10 07:09:34,2010-11-10 07:25:55,6,9069.58,9085.93,Relax
2010-11-10 07:28:14,2010-11-10 07:29:15,6,9088.24,9089.27,Meal_Preparation
2010-11-10 07:30:09,2010-11-10 07:52:39,6,9090.16,9112.65,Relax
2010-11-10 09:11:03,2010-11-10 09:12:44,6,9191.05,9192.75,Meal_Preparation
2010-11-10 09:23:09,2010-11-10 09:29:04,6,9203.16,9209.08,Eating
2010-11-10 09:39:57,2010-11-10 09:40:01,6,9219.95,9220.03,Leave_Home
2010-11-10 17:39:33,2010-11-10 17:39:41,6,9699.56,9699.69,Enter_Home
2010-11-10 18:11:20,2010-11-10 18:17:58,6,9731.34,9737.97,Meal_Preparation
2010-11-10 18:18:59,2010-11-10 18:28:01,6,9739.0,9748.02,Meal_Preparation
2010-11-10 18:28:50,2010-11-10 18:34:32,6,9748.84,9754.53,Eating
2010-11-10 18:34:37,2010-11-10 18:42:50,6,9754.63,9762.84,Meal_Preparation
2010-11-10 18:42:54,2010-11-10 18:53:30,6,9762.9,9773.51,Eating
2010-11-10 19:01:49,2010-11-10 19:12:19,6,9781.83,9792.33,Relax
2010-11-10 19:14:25,2010-11-10 19:23:21,6,9794.43,9803.36,Relax
2010-11-10 19:25:59,2010-11-10 19:54:51,6,9806.0,9834.85,Relax
2010-11-10 19:57:15,2010-11-10 20:05:33,6,9837.26,9845.55,Relax
2010-11-10 20:19:01,2010-11-10 20:44:14,6,9859.02,9884.24,Relax
2010-11-10 20:49:41,2010-11-10 22:28:35,6,9889.69,9988.6,Relax
2010-11-10 22:33:39,2010-11-10 23:14:47,6,9993.65,10034.79,Relax
2010-11-10 23:27:01,2010-11-11 05:13:53,6,10047.02,10393.9,Sleeping
2010-11-11 05:13:58,2010-11-11 05:16:28,7,10393.98,10396.47,Bed_to_Toilet
2010-11-11 05:16:35,2010-11-11 08:40:02,7,10396.59,10600.04,Sleeping
2010-11-11 08:45:49,2010-11-11 08:55:14,7,10605.82,10615.24,Meal_Preparation
2010-11-11 09:32:48,2010-11-11 09:34:53,7,10652.81,10654.89,Meal_Preparation
2010-11-11 09:36:26,2010-11-11 09:51:34,7,10656.44,10671.58,Relax
2010-11-11 09:52:07,2010-11-11 09:53:14,7,10672.12,10673.23,Work
2010-11-11 09:57:49,2010-11-11 10:07:10,7,10677.82,10687.18,Meal_Preparation
2010-11-11 10:07:37,2010-11-11 10:13:37,7,10687.63,10693.63,Eating
2010-11-11 10:58:46,2010-11-11 11:08:18,7,10738.78,10748.3,Work
2010-11-11 11:42:21,2010-11-11 11:42:28,7,10782.35,10782.48,Leave_Home
2010-11-11 13:25:56,2010-11-11 13:26:00,7,10885.94,10886.01,Enter_Home
2010-11-11 13:38:39,2010-11-11 13:44:17,7,10898.67,10904.3,Meal_Preparation
2010-11-11 13:44:19,2010-11-11 13:52:16,7,10904.32,10912.27,Eating
2010-11-11 13:57:04,2010-11-11 14:04:19,7,10917.08,10924.32,Relax
2010-11-11 14:16:42,2010-11-11 14:16:50,7,10936.71,10936.84,Leave_Home
2010-11-11 15:48:12,2010-11-11 15:48:16,7,11028.21,11028.28,Enter_Home
2010-11-11 16:37:14,2010-11-11 17:06:13,7,11077.25,11106.22,Relax
2010-11-11 17:09:13,2010-11-11 17:27:57,7,11109.23,11127.95,Relax
2010-11-11 17:55:03,2010-11-11 18:03:09,7,11155.06,11163.15,Relax
2010-11-11 18:03:33,2010-11-11 18:20:59,7,11163.55,11180.99,Relax
2010-11-11 18:21:44,2010-11-11 19:19:26,7,11181.74,11239.44,Relax
2010-11-11 19:21:06,2010-11-11 19:44:34,7,11241.11,11264.57,Relax
2010-11-11 19:57:55,2010-11-11 20:00:48,7,11277.92,11280.8,Meal_Preparation
2010-11-11 20:05:21,2010-11-11 20:25:38,7,11285.36,11305.65,Relax
2010-11-11 20:26:15,2010-11-11 20:27:17,7,11306.27,11307.29,Meal_Preparation
2010-11-11 20:33:08,2010-11-11 20:33:49,7,11313.14,11313.83,Meal_Preparation
2010-11-11 20:39:58,2010-11-11 20:51:07,7,11319.97,11331.13,Relax
2010-11-11 20:52:25,2010-11-11 20:53:04,7,11332.42,11333.08,Meal_Preparation
2010-11-11 21:02:07,2010-11-11 21:22:06,7,11342.12,11362.11,Work
2010-11-11 21:22:27,2010-11-11 21:23:29,7,11362.46,11363.49,Meal_Preparation
2010-11-11 21:24:03,2010-11-11 22:04:23,7,11364.05,11404.39,Relax
2010-11-11 22:04:51,2010-11-11 22:05:24,7,11404.86,11405.41,Meal_Preparation
2010-11-11 22:10:59,2010-11-11 22:15:33,7,11410.99,11415.56,Eating
2010-11-11 22:17:08,2010-11-11 22:24:14,7,11417.15,11424.25,Eating
2010-11-11 22:40:27,2010-11-12 04:31:34,7,11440.46,11791.58,Sleeping
2010-11-12 04:31:41,2010-11-12 04:35:07,8,11791.7,11795.12,Bed_to_Toilet
2010-11-12 04:35:27,2010-11-12 08:13:41,8,11795.46,12013.69,Sleeping
2010-11-12 08:27:36,2010-11-12 08:35:49,8,12027.61,12035.83,Meal_Preparation
2010-11-12 08:44:29,2010-11-12 08:51:32,8,12044.5,12051.55,Meal_Preparation
2010-11-12 08:52:32,2010-11-12 08:56:07,8,12052.54,12056.12,Relax
2010-11-12 08:56:16,2010-11-12 09:02:55,8,12056.28,12062.92,Meal_Preparation
2010-11-12 09:09:24,2010-11-12 09:44:27,8,12069.41,12104.46,Relax
2010-11-12 10:06:52,2010-11-12 10:10:35,8,12126.87,12130.59,Meal_Preparation
2010-11-12 10:17:10,2010-11-12 10:20:22,8,12137.17,12140.37,Meal_Preparation
2010-11-12 10:21:38,2010-11-12 10:23:04,8,12141.64,12143.07,Meal_Preparation
2010-11-12 10:29:42,2010-11-12 10:32:26,8,12149.7,12152.45,Meal_Preparation
2010-11-12 10:37:55,2010-11-12 10:42:58,8,12157.93,12162.98,Eating
2010-11-12 11:20:00,2010-11-12 11:23:46,8,12200.0,12203.78,Work
2010-11-12 11:46:02,2010-11-12 11:46:07,8,12226.04,12226.12,Leave_Home
2010-11-12 11:46:12,2010-11-12 11:46:17,8,12226.21,12226.28,Enter_Home
2010-11-12 11:46:31,2010-11-12 11:46:36,8,12226.53,12226.6,Leave_Home
2010-11-12 13:43:49,2010-11-12 13:43:55,8,12343.82,12343.92,Enter_Home
2010-11-12 13:48:28,2010-11-12 13:48:32,8,12348.48,12348.53,Leave_Home
2010-11-12 13:48:47,2010-11-12 13:48:50,8,12348.79,12348.85,Enter_Home
2010-11-12 13:50:35,2010-11-12 13:51:31,8,12350.6,12351.53,Meal_Preparation
2010-11-12 13:51:36,2010-11-12 14:03:02,8,12351.61,12363.05,Eating
2010-11-12 14:21:49,2010-11-12 14:21:53,8,12381.82,12381.9,Leave_Home
2010-11-12 15:12:29,2010-11-12 15:12:33,8,12432.49,12432.57,Enter_Home
2010-11-12 15:23:03,2010-11-12 15:56:34,8,12443.07,12476.58,Work
2010-11-12 15:57:41,2010-11-12 16:09:35,8,12477.69,12489.59,Housekeeping
