t,stamp,mug_1,mug_2,laptop_leo,phone_maya,keys_leo,book_jade,water_bottle_maya,remote_shared,charger_maya,backpack_maya,jacket_leo,headphones_leo,glasses_sam,notebook_jade,pen_jade,medication_bottle_sam,gaming_controller_sam,umbrella_jade,wallet_jade
600,d00 Mon 10:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
660,d00 Mon 11:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
720,d00 Mon 12:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
780,d00 Mon 13:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
840,d00 Mon 14:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
900,d00 Mon 15:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,desk_b2,entry_floor_e1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_hook_e1,person:resident_4
960,d00 Mon 16:00,desk_b1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
1020,d00 Mon 17:00,counter_k1,counter_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,coffee_table_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
1080,d00 Mon 18:00,counter_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
1140,d00 Mon 19:00,counter_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
1200,d00 Mon 20:00,counter_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1260,d00 Mon 21:00,counter_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1320,d00 Mon 22:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
1380,d00 Mon 23:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
1440,d01 Tue 00:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_table_e1,person:resident_4
1500,d01 Tue 01:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1560,d01 Tue 02:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1620,d01 Tue 03:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1680,d01 Tue 04:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1740,d01 Tue 05:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1800,d01 Tue 06:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1860,d01 Tue 07:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1920,d01 Tue 08:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
1980,d01 Tue 09:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
2040,d01 Tue 10:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
2100,d01 Tue 11:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
2160,d01 Tue 12:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
2220,d01 Tue 13:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
2280,d01 Tue 14:00,desk_b1,sink_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2340,d01 Tue 15:00,desk_b1,sink_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2400,d01 Tue 16:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2460,d01 Tue 17:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2520,d01 Tue 18:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2580,d01 Tue 19:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2640,d01 Tue 20:00,desk_b1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
2700,d01 Tue 21:00,desk_b1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
2760,d01 Tue 22:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2820,d01 Tue 23:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2880,d02 Wed 00:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
2940,d02 Wed 01:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3000,d02 Wed 02:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3060,d02 Wed 03:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3120,d02 Wed 04:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3180,d02 Wed 05:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3240,d02 Wed 06:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3300,d02 Wed 07:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,desk_b3,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3360,d02 Wed 08:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3420,d02 Wed 09:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3480,d02 Wed 10:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3540,d02 Wed 11:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3600,d02 Wed 12:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b3,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3660,d02 Wed 13:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
3720,d02 Wed 14:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
3780,d02 Wed 15:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
3840,d02 Wed 16:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_hook_e1,person:resident_4
3900,d02 Wed 17:00,counter_k1,counter_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,coffee_table_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_hook_e1,person:resident_4
3960,d02 Wed 18:00,sink_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
4020,d02 Wed 19:00,sink_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
4080,d02 Wed 20:00,sink_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
4140,d02 Wed 21:00,sink_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
4200,d02 Wed 22:00,cupboard_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4260,d02 Wed 23:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4320,d03 Thu 00:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4380,d03 Thu 01:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4440,d03 Thu 02:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4500,d03 Thu 03:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4560,d03 Thu 04:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4620,d03 Thu 05:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4680,d03 Thu 06:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4740,d03 Thu 07:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4800,d03 Thu 08:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4860,d03 Thu 09:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4920,d03 Thu 10:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
4980,d03 Thu 11:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5040,d03 Thu 12:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5100,d03 Thu 13:00,cupboard_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5160,d03 Thu 14:00,counter_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,coffee_table_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5220,d03 Thu 15:00,counter_k1,counter_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,coffee_table_l1,desk_b1,entry_table_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5280,d03 Thu 16:00,sink_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,entry_table_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5340,d03 Thu 17:00,sink_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,entry_table_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5400,d03 Thu 18:00,sink_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,entry_table_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
