belief,alpha_target,gamma,feedback,mode,day,n,coverage,target,update_rate,mean_alpha,mean_qhat
LastObservation,0.3,0.01,sensed,aci_sensed,3,900,0.734444,0.7,0.012222,0.300719,0.997157
LastObservation,0.3,0.01,sensed,aci_sensed,4,900,0.716667,0.7,0.014444,0.299657,0.997164
LastObservation,0.3,0.01,sensed,aci_sensed,5,900,0.713333,0.7,0.028889,0.301107,0.996869
LastObservation,0.3,0.01,sensed,aci_sensed,6,900,0.778889,0.7,0.022222,0.302626,0.996723
LastObservation,0.3,0.01,sensed,aci_sensed,7,900,0.673333,0.7,0.01,0.302157,0.996792
LastObservation,0.3,0.01,sensed,aci_sensed,8,900,0.684444,0.7,0.015556,0.300514,0.996887
LastObservation,0.3,0.01,sensed,aci_sensed,9,900,0.742222,0.7,0.01,0.298747,0.996866
LastObservation,0.3,0.01,sensed,aci_sensed,10,900,0.7,0.7,0.012222,0.297287,0.996909
LastObservation,0.3,0.01,sensed,aci_sensed,11,900,0.723333,0.7,0.013333,0.296479,0.996901
LastObservation,0.3,0.01,sensed,aci_sensed,12,900,0.752222,0.7,0.017778,0.295828,0.99706
LastObservation,0.3,0.01,sensed,aci_sensed,13,900,0.776667,0.7,0.026667,0.297369,0.997005
LastObservation,0.3,0.01,sensed,aci_sensed,14,900,0.684444,0.7,0.011111,0.300759,0.996771
LastObservation,0.3,0.01,sensed,aci_sensed,15,900,0.672222,0.7,0.016667,0.298016,0.996969
LastObservation,0.3,0.01,sensed,aci_sensed,16,900,0.68,0.7,0.013333,0.296547,0.997005
LastObservation,0.3,0.01,sensed,aci_sensed,17,900,0.69,0.7,0.014444,0.294646,0.997086
LastObservation,0.3,0.01,sensed,aci_sensed,18,900,0.733333,0.7,0.013333,0.296814,0.996978
LastObservation,0.3,0.01,sensed,aci_sensed,19,900,0.727778,0.7,0.02,0.296824,0.996885
LastObservation,0.3,0.01,sensed,aci_sensed,20,900,0.767778,0.7,0.02,0.29634,0.996864
LastObservation,0.3,0.01,sensed,aci_sensed,21,900,0.707778,0.7,0.006667,0.293969,0.997089
LastObservation,0.3,0.01,sensed,aci_sensed,22,900,0.686667,0.7,0.017778,0.293706,0.997091
LastObservation,0.3,0.01,sensed,aci_sensed,23,900,0.694444,0.7,0.015556,0.292741,0.997061
LastObservation,0.3,0.01,sensed,aci_sensed,24,900,0.7,0.7,0.021111,0.289296,0.997333
LastObservation,0.3,0.01,sensed,aci_sensed,25,900,0.714444,0.7,0.013333,0.28605,0.997453
LastObservation,0.3,0.01,sensed,aci_sensed,26,900,0.715556,0.7,0.033333,0.284887,0.997523
LastObservation,0.3,0.01,sensed,aci_sensed,27,900,0.765556,0.7,0.026667,0.286661,0.997484
LastObservation,0.3,0.01,sensed,aci_sensed,all,22500,0.717422,0.7,0.017067,0.29599,0.997037
LastObservation,0.3,0.05,oracle,aci_oracle,3,900,0.705556,0.7,1.0,0.301222,0.765487
LastObservation,0.3,0.05,oracle,aci_oracle,4,900,0.7,0.7,1.0,0.298111,0.798023
LastObservation,0.3,0.05,oracle,aci_oracle,5,900,0.71,0.7,1.0,0.334,0.602469
LastObservation,0.3,0.05,oracle,aci_oracle,6,900,0.71,0.7,1.0,0.368111,0.422878
LastObservation,0.3,0.05,oracle,aci_oracle,7,900,0.677778,0.7,1.0,0.297944,0.768587
LastObservation,0.3,0.05,oracle,aci_oracle,8,900,0.703333,0.7,1.0,0.294722,0.71643
LastObservation,0.3,0.05,oracle,aci_oracle,9,900,0.698889,0.7,1.0,0.319444,0.658523
LastObservation,0.3,0.05,oracle,aci_oracle,10,900,0.694444,0.7,1.0,0.298667,0.725345
LastObservation,0.3,0.05,oracle,aci_oracle,11,900,0.698889,0.7,1.0,0.325778,0.675157
LastObservation,0.3,0.05,oracle,aci_oracle,12,900,0.721111,0.7,1.0,0.332389,0.57493
LastObservation,0.3,0.05,oracle,aci_oracle,13,900,0.698889,0.7,1.0,0.373056,0.376414
LastObservation,0.3,0.05,oracle,aci_oracle,14,900,0.684444,0.7,1.0,0.294111,0.777447
LastObservation,0.3,0.05,oracle,aci_oracle,15,900,0.694444,0.7,1.0,0.275944,0.786615
LastObservation,0.3,0.05,oracle,aci_oracle,16,900,0.69,0.7,1.0,0.279222,0.811529
LastObservation,0.3,0.05,oracle,aci_oracle,17,900,0.705556,0.7,1.0,0.254667,0.8612
LastObservation,0.3,0.05,oracle,aci_oracle,18,900,0.703333,0.7,1.0,0.299222,0.720063
LastObservation,0.3,0.05,oracle,aci_oracle,19,900,0.71,0.7,1.0,0.322556,0.615246
LastObservation,0.3,0.05,oracle,aci_oracle,20,900,0.727778,0.7,1.0,0.363833,0.488788
LastObservation,0.3,0.05,oracle,aci_oracle,21,900,0.662222,0.7,1.0,0.3045,0.697045
LastObservation,0.3,0.05,oracle,aci_oracle,22,900,0.711111,0.7,1.0,0.287833,0.806802
LastObservation,0.3,0.05,oracle,aci_oracle,23,900,0.677778,0.7,1.0,0.294611,0.770869
LastObservation,0.3,0.05,oracle,aci_oracle,24,900,0.704444,0.7,1.0,0.265,0.826117
LastObservation,0.3,0.05,oracle,aci_oracle,25,900,0.704444,0.7,1.0,0.274944,0.815121
LastObservation,0.3,0.05,oracle,aci_oracle,26,900,0.703333,0.7,1.0,0.292111,0.774852
LastObservation,0.3,0.05,oracle,aci_oracle,27,900,0.715556,0.7,1.0,0.342278,0.571963
LastObservation,0.3,0.05,oracle,aci_oracle,all,22500,0.700533,0.7,1.0,0.307771,0.696316
LastObservation,0.3,0.05,sensed,aci_sensed,3,900,0.736667,0.7,0.013333,0.301956,0.996174
LastObservation,0.3,0.05,sensed,aci_sensed,4,900,0.705556,0.7,0.01,0.294694,0.995602
LastObservation,0.3,0.05,sensed,aci_sensed,5,900,0.697778,0.7,0.027778,0.309972,0.989936
LastObservation,0.3,0.05,sensed,aci_sensed,6,900,0.765556,0.7,0.014444,0.310039,0.916307
LastObservation,0.3,0.05,sensed,aci_sensed,7,900,0.647778,0.7,0.007778,0.3117,0.933062
LastObservation,0.3,0.05,sensed,aci_sensed,8,900,0.676667,0.7,0.018889,0.29265,0.954524
LastObservation,0.3,0.05,sensed,aci_sensed,9,900,0.732222,0.7,0.018889,0.289722,0.980874
LastObservation,0.3,0.05,sensed,aci_sensed,10,900,0.708889,0.7,0.016667,0.27935,0.929587
LastObservation,0.3,0.05,sensed,aci_sensed,11,900,0.721111,0.7,0.018889,0.287061,0.982746
LastObservation,0.3,0.05,sensed,aci_sensed,12,900,0.754444,0.7,0.021111,0.287011,0.983203
LastObservation,0.3,0.05,sensed,aci_sensed,13,900,0.766667,0.7,0.017778,0.287217,0.983286
LastObservation,0.3,0.05,sensed,aci_sensed,14,900,0.691111,0.7,0.011111,0.298444,0.981942
LastObservation,0.3,0.05,sensed,aci_sensed,15,900,0.633333,0.7,0.013333,0.301272,0.979496
LastObservation,0.3,0.05,sensed,aci_sensed,16,900,0.622222,0.7,0.01,0.310572,0.971106
LastObservation,0.3,0.05,sensed,aci_sensed,17,900,0.613333,0.7,0.017778,0.305133,0.938915
LastObservation,0.3,0.05,sensed,aci_sensed,18,900,0.643333,0.7,0.007778,0.315633,0.872443
LastObservation,0.3,0.05,sensed,aci_sensed,19,900,0.686667,0.7,0.015556,0.321822,0.871856
LastObservation,0.3,0.05,sensed,aci_sensed,20,900,0.745556,0.7,0.007778,0.319722,0.870912
LastObservation,0.3,0.05,sensed,aci_sensed,21,900,0.646667,0.7,0.007778,0.321022,0.902398
LastObservation,0.3,0.05,sensed,aci_sensed,22,900,0.614444,0.7,0.005556,0.319539,0.958536
LastObservation,0.3,0.05,sensed,aci_sensed,23,900,0.616667,0.7,0.007778,0.3162,0.954388
LastObservation,0.3,0.05,sensed,aci_sensed,24,900,0.61,0.7,0.006667,0.313622,0.951624
LastObservation,0.3,0.05,sensed,aci_sensed,25,900,0.586667,0.7,0.004444,0.316267,0.942077
LastObservation,0.3,0.05,sensed,aci_sensed,26,900,0.668889,0.7,0.012222,0.319011,0.934406
LastObservation,0.3,0.05,sensed,aci_sensed,27,900,0.7,0.7,0.011111,0.328439,0.835924
LastObservation,0.3,0.05,sensed,aci_sensed,all,22500,0.679689,0.7,0.012978,0.306323,0.944453
LastObservation,0.3,0.1,oracle,aci_oracle,3,900,0.702222,0.7,1.0,0.303667,0.68299
LastObservation,0.3,0.1,oracle,aci_oracle,4,900,0.7,0.7,1.0,0.293778,0.752206
LastObservation,0.3,0.1,oracle,aci_oracle,5,900,0.702222,0.7,1.0,0.316556,0.587265
LastObservation,0.3,0.1,oracle,aci_oracle,6,900,0.698889,0.7,1.0,0.343,0.512782
LastObservation,0.3,0.1,oracle,aci_oracle,7,900,0.698889,0.7,1.0,0.284333,0.7531
LastObservation,0.3,0.1,oracle,aci_oracle,8,900,0.704444,0.7,1.0,0.293222,0.695316
LastObservation,0.3,0.1,oracle,aci_oracle,9,900,0.697778,0.7,1.0,0.327111,0.585424
LastObservation,0.3,0.1,oracle,aci_oracle,10,900,0.696667,0.7,1.0,0.292222,0.70105
LastObservation,0.3,0.1,oracle,aci_oracle,11,900,0.697778,0.7,1.0,0.321556,0.66584
LastObservation,0.3,0.1,oracle,aci_oracle,12,900,0.711111,0.7,1.0,0.334778,0.56252
LastObservation,0.3,0.1,oracle,aci_oracle,13,900,0.7,0.7,1.0,0.368333,0.466937
LastObservation,0.3,0.1,oracle,aci_oracle,14,900,0.694444,0.7,1.0,0.296,0.713221
LastObservation,0.3,0.1,oracle,aci_oracle,15,900,0.693333,0.7,1.0,0.268,0.798421
LastObservation,0.3,0.1,oracle,aci_oracle,16,900,0.693333,0.7,1.0,0.296222,0.728536
LastObservation,0.3,0.1,oracle,aci_oracle,17,900,0.708889,0.7,1.0,0.262667,0.791369
LastObservation,0.3,0.1,oracle,aci_oracle,18,900,0.698889,0.7,1.0,0.299778,0.69707
LastObservation,0.3,0.1,oracle,aci_oracle,19,900,0.701111,0.7,1.0,0.338889,0.578677
LastObservation,0.3,0.1,oracle,aci_oracle,20,900,0.714444,0.7,1.0,0.359889,0.476435
LastObservation,0.3,0.1,oracle,aci_oracle,21,900,0.683333,0.7,1.0,0.315778,0.669397
LastObservation,0.3,0.1,oracle,aci_oracle,22,900,0.707778,0.7,1.0,0.293222,0.722531
LastObservation,0.3,0.1,oracle,aci_oracle,23,900,0.69,0.7,1.0,0.277778,0.783755
LastObservation,0.3,0.1,oracle,aci_oracle,24,900,0.698889,0.7,1.0,0.265222,0.800575
LastObservation,0.3,0.1,oracle,aci_oracle,25,900,0.7,0.7,1.0,0.278111,0.748498
LastObservation,0.3,0.1,oracle,aci_oracle,26,900,0.703333,0.7,1.0,0.303889,0.693416
LastObservation,0.3,0.1,oracle,aci_oracle,27,900,0.707778,0.7,1.0,0.341111,0.545876
LastObservation,0.3,0.1,oracle,aci_oracle,all,22500,0.700222,0.7,1.0,0.307004,0.668528
LastObservation,0.3,0.1,sensed,aci_sensed,3,900,0.741111,0.7,0.014444,0.282989,0.997133
LastObservation,0.3,0.1,sensed,aci_sensed,4,900,0.715556,0.7,0.017778,0.278056,0.923326
LastObservation,0.3,0.1,sensed,aci_sensed,5,900,0.688889,0.7,0.025556,0.290278,0.877318
LastObservation,0.3,0.1,sensed,aci_sensed,6,900,0.752222,0.7,0.018889,0.296911,0.94543
LastObservation,0.3,0.1,sensed,aci_sensed,7,900,0.62,0.7,0.004444,0.317133,0.952638
LastObservation,0.3,0.1,sensed,aci_sensed,8,900,0.653333,0.7,0.01,0.3042,0.925528
LastObservation,0.3,0.1,sensed,aci_sensed,9,900,0.657778,0.7,0.008889,0.298911,0.897076
LastObservation,0.3,0.1,sensed,aci_sensed,10,900,0.657778,0.7,0.011111,0.298844,0.92614
LastObservation,0.3,0.1,sensed,aci_sensed,11,900,0.707778,0.7,0.008889,0.296133,0.956865
LastObservation,0.3,0.1,sensed,aci_sensed,12,900,0.72,0.7,0.018889,0.301267,0.955549
LastObservation,0.3,0.1,sensed,aci_sensed,13,900,0.734444,0.7,0.01,0.305789,0.933343
LastObservation,0.3,0.1,sensed,aci_sensed,14,900,0.635556,0.7,0.008889,0.310833,0.899948
LastObservation,0.3,0.1,sensed,aci_sensed,15,900,0.595556,0.7,0.006667,0.321411,0.928761
LastObservation,0.3,0.1,sensed,aci_sensed,16,900,0.572222,0.7,0.002222,0.328833,0.919833
LastObservation,0.3,0.1,sensed,aci_sensed,17,900,0.587778,0.7,0.003333,0.338267,0.903672
LastObservation,0.3,0.1,sensed,aci_sensed,18,900,0.564444,0.7,0.0,0.339,0.90146
LastObservation,0.3,0.1,sensed,aci_sensed,19,900,0.652222,0.7,0.004444,0.339333,0.897478
LastObservation,0.3,0.1,sensed,aci_sensed,20,900,0.732222,0.7,0.005556,0.3353,0.888728
LastObservation,0.3,0.1,sensed,aci_sensed,21,900,0.585556,0.7,0.004444,0.325289,0.889125
LastObservation,0.3,0.1,sensed,aci_sensed,22,900,0.584444,0.7,0.003333,0.326567,0.889049
LastObservation,0.3,0.1,sensed,aci_sensed,23,900,0.568889,0.7,0.003333,0.325911,0.889139
LastObservation,0.3,0.1,sensed,aci_sensed,24,900,0.541111,0.7,0.005556,0.34,0.888701
LastObservation,0.3,0.1,sensed,aci_sensed,25,900,0.524444,0.7,0.002222,0.343167,0.862506
LastObservation,0.3,0.1,sensed,aci_sensed,26,900,0.618889,0.7,0.003333,0.347233,0.83937
LastObservation,0.3,0.1,sensed,aci_sensed,27,900,0.683333,0.7,0.003333,0.345822,0.806465
LastObservation,0.3,0.1,sensed,aci_sensed,all,22500,0.643822,0.7,0.008222,0.317499,0.907783
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,3,900,0.665556,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,4,900,0.626667,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,5,900,0.725556,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,6,900,0.798889,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,7,900,0.628889,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,8,900,0.655556,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,9,900,0.661111,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,10,900,0.68,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,11,900,0.667778,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,12,900,0.771111,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,13,900,0.81,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,14,900,0.642222,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,15,900,0.635556,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,16,900,0.621111,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,17,900,0.662222,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,18,900,0.624444,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,19,900,0.77,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,20,900,0.82,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,21,900,0.638889,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,22,900,0.677778,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,23,900,0.646667,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,24,900,0.631111,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,25,900,0.621111,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,26,900,0.744444,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,27,900,0.793333,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.0,oracle,aci_static,all,22500,0.6888,0.7,1.0,0.3,0.798785
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,3,900,0.703333,0.7,1.0,0.278167,0.836994
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,4,900,0.658889,0.7,1.0,0.266522,0.850543
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,5,900,0.732222,0.7,1.0,0.278,0.832154
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,6,900,0.754444,0.7,1.0,0.317311,0.687882
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,7,900,0.635556,0.7,1.0,0.291122,0.781502
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,8,900,0.68,0.7,1.0,0.262911,0.877916
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,9,900,0.694444,0.7,1.0,0.252089,0.875903
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,10,900,0.704444,0.7,1.0,0.2555,0.873104
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,11,900,0.716667,0.7,1.0,0.257389,0.876377
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,12,900,0.762222,0.7,1.0,0.311467,0.720006
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,13,900,0.73,0.7,1.0,0.345356,0.575618
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,14,900,0.623333,0.7,1.0,0.309956,0.719375
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,15,900,0.665556,0.7,1.0,0.2629,0.881772
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,16,900,0.676667,0.7,1.0,0.248611,0.91536
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,17,900,0.714444,0.7,1.0,0.2307,0.936474
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,18,900,0.704444,0.7,1.0,0.236222,0.929398
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,19,900,0.766667,0.7,1.0,0.288667,0.798688
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,20,900,0.75,0.7,1.0,0.338156,0.6098
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,21,900,0.646667,0.7,1.0,0.320767,0.673485
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,22,900,0.671111,0.7,1.0,0.282989,0.811504
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,23,900,0.665556,0.7,1.0,0.267578,0.841445
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,24,900,0.695556,0.7,1.0,0.251456,0.886858
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,25,900,0.706667,0.7,1.0,0.2469,0.892977
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,26,900,0.751111,0.7,1.0,0.2822,0.834722
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,27,900,0.732222,0.7,1.0,0.325311,0.666456
MostFrequentLocation(hl=24h),0.3,0.01,oracle,aci_oracle,all,22500,0.701689,0.7,1.0,0.28033,0.807453
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,3,900,0.665556,0.7,0.067778,0.30898,0.754775
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,4,900,0.583333,0.7,0.03,0.321727,0.686146
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,5,900,0.674444,0.7,0.017778,0.327593,0.65181
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,6,900,0.727778,0.7,0.025556,0.332546,0.624179
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,7,900,0.574444,0.7,0.015556,0.33618,0.604022
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,8,900,0.578889,0.7,0.01,0.338623,0.592005
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,9,900,0.592222,0.7,0.015556,0.338864,0.591174
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,10,900,0.588889,0.7,0.007778,0.340243,0.584174
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,11,900,0.593333,0.7,0.015556,0.341173,0.579955
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,12,900,0.7,0.7,0.017778,0.340963,0.580747
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,13,900,0.711111,0.7,0.012222,0.342608,0.572374
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,14,900,0.561111,0.7,0.013333,0.343917,0.566196
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,15,900,0.537778,0.7,0.012222,0.34447,0.563544
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,16,900,0.544444,0.7,0.003333,0.34427,0.564304
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,17,900,0.558889,0.7,0.006667,0.344866,0.561591
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,18,900,0.543333,0.7,0.003333,0.344897,0.561542
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,19,900,0.665556,0.7,0.008889,0.345327,0.55943
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,20,900,0.726667,0.7,0.015556,0.345713,0.557914
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,21,900,0.562222,0.7,0.007778,0.346059,0.55615
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,22,900,0.557778,0.7,0.004444,0.346228,0.554904
MostFrequentLocation(hl=24h),0.3,0.01,sensed,aci_sensed,23,900,0.566667,0.7,0.006667,0.346659,0.552838
