agent,belief,policy,episode_id,household_id,day_index,question_id,object_id,object_class,t_query,answer_receptacle,truth_receptacle,correct,confidence,budget_before,budget_spent,budget_after,forced_answer,belief_accuracy
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0079,jacket_marisol,jacket,314153,chair_k1,chair_k1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0061,charger_1,charger,314842,coffee_table_l1,counter_k1,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0055,keys_marisol,keys,315104,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0073,mug_2,mug,316613,cupboard_k1,sink_k1,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0032,keys_marisol,keys,317498,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0047,remote_1,remote,318371,couch_l1,couch_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0041,book_1,book,318578,couch_l1,couch_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0051,bowl_1,bowl,319260,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0084,plate_1,plate,319740,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0068,keys_marisol,keys,319789,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0018,water_bottle_1,water_bottle,319797,bathroom_shelf_ba1,counter_k1,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0013,mug_1,mug,320138,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0078,mug_1,mug,320743,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0037,mug_2,mug,321295,cupboard_k1,sink_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0002,blanket_1,blanket,322059,bed_b1,bed_b1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0080,headphones_1,headphones,322274,counter_k1,bathroom_shelf_ba1,False,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0045,medication_bottle_1,medication_bottle,323031,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0089,plate_1,plate,324151,coffee_table_l1,sink_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0011,charger_1,charger,324399,coffee_table_l1,counter_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0066,umbrella_1,umbrella,324780,entry_floor_e1,entry_floor_e1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0042,bowl_2,bowl,325083,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0070,remote_1,remote,325778,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0083,book_1,book,325964,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0059,plate_1,plate,326020,coffee_table_l1,dish_rack_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0088,bowl_1,bowl,326354,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0033,blanket_1,blanket,326506,bed_b1,couch_l1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0028,plate_1,plate,327107,coffee_table_l1,dish_rack_k1,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0022,bowl_2,bowl,327268,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0034,headphones_1,headphones,329768,counter_k1,counter_k1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0015,headphones_1,headphones,330264,counter_k1,counter_k1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0052,jacket_marisol,jacket,330356,chair_k1,chair_k1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0030,phone_marisol,phone,330454,counter_k1,ON_PERSON,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0025,medication_bottle_1,medication_bottle,331164,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0003,water_bottle_1,water_bottle,331303,bathroom_shelf_ba1,bathroom_shelf_ba1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0063,phone_marisol,phone,331460,counter_k1,ON_PERSON,False,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0054,bowl_2,bowl,331720,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0005,remote_1,remote,332860,couch_l1,couch_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0000,medication_bottle_1,medication_bottle,333596,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0008,book_1,book,333988,couch_l1,couch_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0040,keys_marisol,keys,335398,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0075,bowl_2,bowl,335408,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0064,medication_bottle_1,medication_bottle,335813,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0056,remote_1,remote,336212,couch_l1,couch_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0058,mug_1,mug,336879,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,3,q0067,wallet_marisol,wallet,337883,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0119,bowl_1,bowl,374400,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0099,mug_1,mug,374831,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0162,plate_1,plate,376191,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0093,remote_1,remote,376547,couch_l1,couch_l1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0094,headphones_1,headphones,377332,counter_k1,counter_k1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0156,jacket_marisol,jacket,377343,chair_k1,chair_k1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0168,blanket_1,blanket,377797,bed_b1,couch_l1,False,1.0,16,0,16,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0152,remote_1,remote,377999,couch_l1,couch_l1,True,1.0,16,0,16,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0155,bowl_1,bowl,378320,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0157,medication_bottle_1,medication_bottle,379649,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0115,phone_marisol,phone,379671,counter_k1,counter_k1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0097,jacket_marisol,jacket,380565,chair_k1,chair_k1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0144,mug_2,mug,380653,cupboard_k1,dish_rack_k1,False,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0091,book_1,book,381339,couch_l1,couch_l1,True,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0107,headphones_1,headphones,382991,counter_k1,bathroom_shelf_ba1,False,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0112,blanket_1,blanket,383044,bed_b1,couch_l1,False,1.0,16,0,16,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0148,charger_1,charger,384114,coffee_table_l1,counter_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0103,water_bottle_1,water_bottle,384386,counter_k1,counter_k1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0110,umbrella_1,umbrella,385598,entry_floor_e1,entry_floor_e1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0158,bowl_2,bowl,386489,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0160,jacket_marisol,jacket,387205,chair_k1,chair_k1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0163,bowl_1,bowl,388792,entry_table_e1,entry_table_e1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0104,mug_2,mug,388849,cupboard_k1,dish_rack_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0176,remote_1,remote,388975,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0124,plate_1,plate,389016,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0131,medication_bottle_1,medication_bottle,389763,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0120,charger_1,charger,389905,coffee_table_l1,counter_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0146,headphones_1,headphones,390321,counter_k1,bathroom_shelf_ba1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0114,mug_1,mug,390955,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0127,wallet_marisol,wallet,390971,entry_table_e1,chair_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0102,bowl_2,bowl,391023,coffee_table_l1,coffee_table_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0132,mug_2,mug,391937,cupboard_k1,dish_rack_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0135,headphones_1,headphones,392960,counter_k1,bathroom_shelf_ba1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0100,medication_bottle_1,medication_bottle,392997,nightstand_b1,nightstand_b1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0129,charger_1,charger,393260,coffee_table_l1,counter_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0141,wallet_marisol,wallet,393403,entry_table_e1,chair_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0128,jacket_marisol,jacket,393576,chair_k1,chair_k1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0122,wallet_marisol,wallet,393841,entry_table_e1,chair_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0116,remote_1,remote,394321,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0153,book_1,book,394411,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0171,book_1,book,394437,couch_l1,couch_l1,True,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0166,wallet_marisol,wallet,395063,entry_table_e1,chair_k1,False,1.0,16,0,16,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_hh_001_seed0_28d,hh_001,4,q0139,keys_marisol,keys,395255,entry_table_e1,counter_k1,False,1.0,16,0,16,False,0.6470588235294118
