household_id,day_index,ess,correct
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,0
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,0
hh_001,4,1.1003,0
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,0
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,0
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.1003,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,0
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,1
hh_001,4,1.2111,0
hh_001,4,1.2164,1
hh_001,4,1.2164,0
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,0
hh_001,4,1.2164,0
hh_001,4,1.2164,1
hh_001,4,1.2164,0
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.2164,1
hh_001,4,1.1059,0
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,4,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1059,0
hh_001,5,1.1059,1
hh_001,5,1.1059,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,1
hh_001,5,1.1116,0
hh_001,5,1.1116,0
hh_001,5,1.1116,0
hh_001,5,1.1116,0
hh_001,5,1.1116,1
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,1.0108,0
hh_001,5,1.0108,0
hh_001,5,1.0108,1
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,0
hh_001,5,2.3201,1
hh_001,5,2.3201,0
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,0
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,1
hh_001,5,2.3201,0
hh_001,5,2.3201,0
hh_001,5,2.3201,1
hh_001,5,2.1099,0
hh_001,5,2.1099,1
hh_001,5,2.1099,1
hh_001,5,2.1099,1
hh_001,5,2.1099,0
hh_001,5,2.1099,1
hh_001,5,2.1099,0
hh_001,5,2.1099,1
hh_001,5,2.1099,1
hh_001,5,2.1099,0
hh_001,5,2.1099,1
hh_001,5,2.1099,0
hh_001,5,2.1099,0
hh_001,5,2.1099,1
hh_001,5,2.1099,0
hh_001,5,2.1099,0
hh_001,5,1.1166,0
hh_001,5,1.1166,1
hh_001,5,1.1166,0
hh_001,5,1.1166,0
hh_001,5,1.1166,1
hh_001,5,1.1166,1
hh_001,5,1.1166,0
hh_001,5,1.1166,1
hh_001,5,1.1166,1
hh_001,5,1.0111,0
hh_001,5,1.0111,1
hh_001,5,1.0111,0
hh_001,5,1.0111,1
hh_001,5,1.0111,1
hh_001,5,1.0111,0
hh_001,5,1.0111,1
hh_001,5,1.0111,1
hh_001,6,1.0111,0
hh_001,6,1.0111,1
hh_001,6,1.0111,0
hh_001,6,1.0111,0
hh_001,6,1.0111,0
hh_001,6,1.0111,0
hh_001,6,1.0111,1
hh_001,6,1.1069,1
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,0
hh_001,6,1.1069,1
hh_001,6,1.1069,0
hh_001,6,1.1069,1
hh_001,6,1.1069,0
hh_001,6,1.1069,1
hh_001,6,1.1069,0
hh_001,6,1.1069,1
hh_001,6,1.1069,1
hh_001,6,2.2051,0
hh_001,6,2.2051,1
hh_001,6,2.2051,0
hh_001,6,2.2051,1
hh_001,6,2.2051,1
hh_001,6,2.2051,0
hh_001,6,2.2051,0
hh_001,6,2.2051,1
hh_001,6,2.2051,0
hh_001,6,2.2051,1
hh_001,6,2.2051,0
hh_001,6,1.1105,1
hh_001,6,1.1105,1
hh_001,6,1.1105,0
hh_001,6,1.1105,0
hh_001,6,1.1105,1
hh_001,6,1.1105,1
hh_001,6,1.1105,1
hh_001,6,1.1105,0
hh_001,6,1.1105,0
hh_001,6,1.1105,1
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,0
hh_001,6,2.104,0
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,0
hh_001,6,2.104,0
hh_001,6,2.104,0
hh_001,6,2.104,0
hh_001,6,2.104,1
hh_001,6,2.104,0
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,1
hh_001,6,2.104,0
hh_001,6,1.0105,1
hh_001,6,1.0105,0
hh_001,6,1.0105,1
hh_001,6,1.0105,1
hh_001,6,1.0105,0
hh_001,6,1.0105,0
hh_001,6,1.0105,0
hh_001,6,1.0105,1
hh_001,6,1.0105,0
hh_001,6,1.0105,0
hh_001,6,1.0105,0
hh_001,6,1.0105,1
hh_001,6,1.0105,0
hh_001,6,1.0105,1
hh_001,6,1.0105,1
hh_001,6,1.0105,1
hh_001,6,1.0103,1
hh_001,6,1.0103,1
hh_001,6,1.0103,1
hh_001,6,1.0103,1
hh_001,6,1.0103,0
hh_001,6,1.0103,0
hh_001,6,1.0103,1
hh_001,6,1.0103,1
hh_001,6,1.0103,1
hh_001,6,1.0103,0
hh_001,6,1.0103,1
hh_001,6,1.0103,0
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0103,0
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0103,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0998,0
hh_001,7,1.0998,1
hh_001,7,1.0003,1
hh_001,7,1.0003,1
hh_001,7,1.0003,1
hh_001,7,1.0003,0
hh_001,7,1.0003,0
hh_001,7,1.0003,1
hh_001,7,1.0003,0
hh_001,7,1.0003,1
hh_001,7,1.0003,1
hh_001,7,1.0003,1
hh_001,7,1.0003,0
hh_001,7,1.0003,1
hh_001,7,1.0005,0
hh_001,7,1.0005,1
hh_001,7,1.0005,1
hh_001,7,1.0005,1
hh_001,7,1.0005,0
hh_001,7,1.0005,1
hh_001,7,1.0005,0
hh_001,7,1.0005,1
hh_001,7,1.0005,0
hh_001,7,1.0005,1
hh_001,7,1.0005,1
hh_001,7,1.0005,1
hh_001,7,1.0,1
hh_001,7,1.0,0
hh_001,7,1.0,0
hh_001,7,1.0,1
hh_001,7,1.0,1
hh_001,7,1.0,1
hh_001,7,1.0,1
hh_001,7,1.0,0
hh_001,7,1.0,0
hh_001,7,1.0,1
hh_001,7,1.0,1
hh_001,7,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,8,1.0,0
hh_001,8,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,0
hh_001,9,1.0,1
hh_001,9,2.005,1
hh_001,9,2.005,0
hh_001,9,2.005,1
hh_001,9,2.005,0
hh_001,9,2.005,0
hh_001,9,2.005,0
hh_001,9,2.005,1
hh_001,9,2.005,1
hh_001,9,2.005,1
hh_001,9,2.005,1
hh_001,9,2.005,0
hh_001,9,2.005,1
hh_001,9,2.005,0
hh_001,9,2.005,1
hh_001,9,2.005,1
hh_001,9,1.204,1
hh_001,9,1.204,0
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.204,0
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.204,0
hh_001,9,1.204,0
hh_001,9,1.204,1
hh_001,9,1.204,0
hh_001,9,1.204,1
hh_001,9,1.204,1
hh_001,9,1.005,1
hh_001,9,1.005,0
hh_001,9,1.005,1
hh_001,9,1.005,1
hh_001,9,1.005,0
hh_001,9,1.005,1
hh_001,9,1.005,1
hh_001,9,1.005,1
hh_001,10,1.005,0
hh_001,10,1.005,1
hh_001,10,1.005,1
hh_001,10,1.005,1
hh_001,10,1.005,1
hh_001,10,1.005,1
hh_001,10,1.005,0
hh_001,10,2.1998,0
hh_001,10,2.1998,0
hh_001,10,2.1998,0
hh_001,10,2.1998,1
hh_001,10,2.1998,1
hh_001,10,2.1998,0
hh_001,10,2.1998,1
hh_001,10,2.1998,0
hh_001,10,2.1998,1
hh_001,10,2.1998,0
hh_001,10,2.1998,1
hh_001,10,2.1998,1
hh_001,10,2.1998,0
hh_001,10,2.1998,1
hh_001,10,2.1998,1
hh_001,10,2.1998,0
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.2095,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,0
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,0
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,1
hh_001,10,1.0005,0
hh_001,10,1.0005,0
hh_001,10,1.0,0
hh_001,10,1.0,0
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,0
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,0
hh_001,10,1.0,1
hh_001,10,1.0,0
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,1
hh_001,10,1.0,0
hh_001,10,1.0,1
hh_001,10,1.0,0
hh_001,10,1.105,1
hh_001,10,1.105,1
hh_001,10,1.105,0
hh_001,10,1.105,0
hh_001,10,1.105,0
hh_001,10,1.105,0
hh_001,10,1.105,1
hh_001,10,1.105,0
hh_001,10,1.105,1
hh_001,10,1.105,1
hh_001,10,1.105,0
hh_001,10,1.105,0
hh_001,10,1.105,1
hh_001,10,2.0986,1
hh_001,10,2.0986,0
hh_001,10,2.0986,0
hh_001,10,2.0986,1
hh_001,10,2.0986,0
hh_001,10,2.0986,1
hh_001,10,2.0986,1
hh_001,10,2.0986,1
hh_001,10,2.0986,1
hh_001,11,2.0986,0
hh_001,11,2.0986,1
hh_001,11,2.0986,1
hh_001,11,2.0986,1
hh_001,11,2.0986,1
hh_001,11,2.0986,1
hh_001,11,2.0986,0
hh_001,11,1.105,0
hh_001,11,1.105,1
hh_001,11,1.105,0
hh_001,11,1.105,0
hh_001,11,1.105,0
hh_001,11,1.105,0
hh_001,11,1.105,0
hh_001,11,1.105,1
hh_001,11,1.105,1
hh_001,11,2.1091,1
hh_001,11,2.1091,0
hh_001,11,2.1091,1
hh_001,11,2.1091,0
hh_001,11,2.1091,1
hh_001,11,2.1091,1
hh_001,11,2.1091,1
hh_001,11,2.1091,0
hh_001,11,2.1091,0
hh_001,11,2.1091,1
hh_001,11,2.1091,1
hh_001,11,2.1091,0
hh_001,11,2.1091,0
hh_001,11,2.1091,1
hh_001,11,2.1094,0
hh_001,11,2.1094,0
hh_001,11,2.1094,1
hh_001,11,2.1094,0
hh_001,11,2.1094,0
hh_001,11,2.1094,1
hh_001,11,2.1094,1
hh_001,11,2.1094,1
hh_001,11,2.1094,0
hh_001,11,2.1094,1
hh_001,11,2.1094,1
hh_001,11,2.1094,0
hh_001,11,2.1094,0
hh_001,11,2.1094,1
hh_001,11,2.1094,0
hh_001,11,2.1094,0
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,0
hh_001,11,1.1105,0
hh_001,11,1.1105,1
hh_001,11,1.1105,0
hh_001,11,1.1105,1
hh_001,11,1.1105,0
hh_001,11,1.1105,0
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,1
hh_001,11,1.1105,0
hh_001,11,1.1105,1
hh_001,11,3.0983,0
hh_001,11,3.0983,1
hh_001,11,3.0983,0
hh_001,11,3.0983,0
hh_001,11,3.0983,1
hh_001,11,3.0983,1
hh_001,11,3.0983,0
hh_001,11,3.0983,1
hh_001,11,3.0983,1
hh_001,11,3.0983,1
hh_001,11,3.0983,1
hh_001,11,1.1006,0
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,0
hh_001,11,1.1006,1
hh_001,11,1.1006,1
hh_001,11,1.1006,0
hh_001,11,1.1006,0
hh_001,12,1.1006,0
hh_001,12,1.1006,1
hh_001,12,1.1006,1
hh_001,12,1.1006,1
hh_001,12,1.1006,0
hh_001,12,1.1006,0
hh_001,12,1.1006,1
hh_001,12,1.1006,1
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.0003,1
hh_001,12,1.0003,1
hh_001,12,1.0003,0
hh_001,12,1.0003,0
hh_001,12,1.0003,1
hh_001,12,1.0003,0
hh_001,12,1.0003,0
hh_001,12,1.0003,0
hh_001,12,1.0003,1
hh_001,12,1.0003,1
hh_001,12,1.0003,0
hh_001,12,1.0003,1
hh_001,12,1.0003,1
hh_001,12,1.0003,0
hh_001,12,1.0003,1
hh_001,12,1.0003,0
hh_001,12,1.0003,0
hh_001,12,2.0,0
hh_001,12,2.0,1
hh_001,12,2.0,1
hh_001,12,2.0,1
hh_001,12,2.0,1
hh_001,12,2.0,0
hh_001,12,2.0,1
hh_001,12,2.0,1
hh_001,12,2.0,0
hh_001,12,2.0,1
hh_001,12,2.0,0
hh_001,12,2.0,1
hh_001,12,2.0,1
hh_001,12,2.0,0
hh_001,12,2.0,1
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.005,0
hh_001,12,1.005,1
hh_001,12,1.005,1
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,0
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,0
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,0
hh_001,12,1.0998,1
hh_001,12,1.0998,1
hh_001,12,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,0
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,1
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,0
hh_001,13,1.005,1
hh_001,13,1.005,0
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,1
hh_001,13,1.005,0
hh_001,13,1.005,1
hh_001,13,1.0003,1
hh_001,13,1.0003,0
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,0
hh_001,13,1.0003,1
hh_001,13,1.0003,0
hh_001,13,1.0003,0
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,1
hh_001,13,1.0003,0
hh_001,13,1.0998,1
hh_001,13,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.0998,0
hh_001,13,1.0998,0
hh_001,13,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0998,1
hh_001,13,1.0998,0
hh_001,13,1.0998,1
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,13,1.0,1
hh_001,13,1.0,0
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,13,1.0,1
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,13,1.0,1
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,13,1.0,1
hh_001,13,1.0,1
hh_001,13,1.0,0
hh_001,13,1.0,0
hh_001,13,1.0,0
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,13,1.0,0
hh_001,13,1.0,1
hh_001,14,1.0,0
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,0
hh_001,14,1.0,1
hh_001,14,1.0,0
hh_001,14,1.0,0
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,0
hh_001,14,1.0,0
hh_001,14,1.0,0
hh_001,14,1.0,0
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,0
hh_001,14,1.0003,1
hh_001,14,1.0003,0
hh_001,14,1.0003,1
hh_001,14,1.0003,0
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,0
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,1
hh_001,14,1.0003,0
