household,belief,object_id,object_class,has_siblings,n_sightings,n_questions,accuracy
hh_001,daytype_mixture,tablet_mara,tablet,False,20,1,0.0
hh_001,daytype_mixture,towel_mara,towel,False,18,168,0.9107142857142857
hh_001,daytype_mixture,umbrella_mara,umbrella,False,22,14,0.8571428571428571
hh_001,daytype_mixture,vacuum_cleaner_shared_1,vacuum_cleaner,False,35,30,0.7
hh_001,daytype_mixture,wallet_mara,wallet,False,19,15,0.7333333333333333
hh_001,daytype_mixture,water_bottle_mara,water_bottle,False,25,36,0.8888888888888888
hh_001,daytype_mixture,watering_can_mara,watering_can,False,35,5,0.8
hh_001,daytype_mixture,yoga_mat_mara,yoga_mat,False,15,7,0.8571428571428571
hh_001,markov1,backpack_mara,backpack,False,22,9,1.0
hh_001,markov1,blanket_mara,blanket,False,35,26,1.0
hh_001,markov1,book_mara,book,False,12,113,0.9292035398230089
hh_001,markov1,bowl_shared_1,bowl,True,34,114,0.956140350877193
hh_001,markov1,bowl_shared_2,bowl,True,35,122,0.8934426229508197
hh_001,markov1,charger_mara,charger,False,23,76,0.881578947368421
hh_001,markov1,glasses_mara,glasses,False,35,118,0.940677966101695
hh_001,markov1,hairbrush_mara,hairbrush,False,32,29,0.7931034482758621
hh_001,markov1,headphones_mara,headphones,False,21,37,0.972972972972973
hh_001,markov1,jacket_mara,jacket,False,21,26,1.0
hh_001,markov1,keys_mara,keys,False,21,54,0.9814814814814815
hh_001,markov1,laptop_mara,laptop,False,24,19,0.9473684210526315
hh_001,markov1,laundry_basket_mara,laundry_basket,False,22,81,1.0
hh_001,markov1,lunchbox_mara,lunchbox,False,23,20,1.0
hh_001,markov1,makeup_kit_mara,makeup_kit,False,22,37,1.0
hh_001,markov1,medication_bottle_mara,medication_bottle,False,36,249,0.9919678714859438
hh_001,markov1,mug_mara,mug,True,34,140,0.4642857142857143
hh_001,markov1,mug_shared_1,mug,True,35,133,1.0
hh_001,markov1,notebook_mara,notebook,False,23,10,1.0
hh_001,markov1,pan_shared_1,pan,False,35,38,0.8421052631578947
hh_001,markov1,pen_mara,pen,False,35,17,1.0
hh_001,markov1,phone_mara,phone,False,23,156,0.9294871794871795
hh_001,markov1,plate_shared_1,plate,True,35,121,0.8925619834710744
hh_001,markov1,plate_shared_2,plate,True,35,140,0.8357142857142857
hh_001,markov1,pot_shared_1,pot,False,35,32,0.96875
hh_001,markov1,remote_shared_1,remote,False,34,52,0.7692307692307693
hh_001,markov1,suitcase_mara,suitcase,False,23,5,0.8
hh_001,markov1,tablet_mara,tablet,False,20,1,1.0
hh_001,markov1,towel_mara,towel,False,18,168,1.0
hh_001,markov1,umbrella_mara,umbrella,False,22,14,0.9285714285714286
hh_001,markov1,vacuum_cleaner_shared_1,vacuum_cleaner,False,35,30,1.0
hh_001,markov1,wallet_mara,wallet,False,19,15,0.9333333333333333
hh_001,markov1,water_bottle_mara,water_bottle,False,25,36,0.9444444444444444
hh_001,markov1,watering_can_mara,watering_can,False,35,5,1.0
hh_001,markov1,yoga_mat_mara,yoga_mat,False,15,7,1.0
hh_001,periodic_persistence,backpack_mara,backpack,False,22,9,1.0
hh_001,periodic_persistence,blanket_mara,blanket,False,35,26,1.0
hh_001,periodic_persistence,book_mara,book,False,12,113,0.7168141592920354
hh_001,periodic_persistence,bowl_shared_1,bowl,True,34,114,0.9912280701754386
hh_001,periodic_persistence,bowl_shared_2,bowl,True,35,122,0.7868852459016393
hh_001,periodic_persistence,charger_mara,charger,False,23,76,0.8289473684210527
hh_001,periodic_persistence,glasses_mara,glasses,False,35,118,0.8389830508474576
hh_001,periodic_persistence,hairbrush_mara,hairbrush,False,32,29,0.896551724137931
hh_001,periodic_persistence,headphones_mara,headphones,False,21,37,0.7837837837837838
hh_001,periodic_persistence,jacket_mara,jacket,False,21,26,0.9615384615384616
hh_001,periodic_persistence,keys_mara,keys,False,21,54,0.7962962962962963
hh_001,periodic_persistence,laptop_mara,laptop,False,24,19,0.9473684210526315
hh_001,periodic_persistence,laundry_basket_mara,laundry_basket,False,22,81,0.8641975308641975
hh_001,periodic_persistence,lunchbox_mara,lunchbox,False,23,20,0.8
hh_001,periodic_persistence,makeup_kit_mara,makeup_kit,False,22,37,0.8108108108108109
hh_001,periodic_persistence,medication_bottle_mara,medication_bottle,False,36,249,0.9558232931726908
hh_001,periodic_persistence,mug_mara,mug,True,34,140,0.8071428571428572
hh_001,periodic_persistence,mug_shared_1,mug,True,35,133,1.0
hh_001,periodic_persistence,notebook_mara,notebook,False,23,10,0.6
hh_001,periodic_persistence,pan_shared_1,pan,False,35,38,0.7368421052631579
hh_001,periodic_persistence,pen_mara,pen,False,35,17,0.7647058823529411
hh_001,periodic_persistence,phone_mara,phone,False,23,156,0.6410256410256411
hh_001,periodic_persistence,plate_shared_1,plate,True,35,121,0.7603305785123967
hh_001,periodic_persistence,plate_shared_2,plate,True,35,140,0.6142857142857143
hh_001,periodic_persistence,pot_shared_1,pot,False,35,32,0.90625
hh_001,periodic_persistence,remote_shared_1,remote,False,34,52,0.5961538461538461
hh_001,periodic_persistence,suitcase_mara,suitcase,False,23,5,0.4
hh_001,periodic_persistence,tablet_mara,tablet,False,20,1,0.0
hh_001,periodic_persistence,towel_mara,towel,False,18,168,0.9107142857142857
hh_001,periodic_persistence,umbrella_mara,umbrella,False,22,14,0.8571428571428571
hh_001,periodic_persistence,vacuum_cleaner_shared_1,vacuum_cleaner,False,35,30,1.0
hh_001,periodic_persistence,wallet_mara,wallet,False,19,15,0.9333333333333333
hh_001,periodic_persistence,water_bottle_mara,water_bottle,False,25,36,0.8333333333333334
hh_001,periodic_persistence,watering_can_mara,watering_can,False,35,5,1.0
hh_001,periodic_persistence,yoga_mat_mara,yoga_mat,False,15,7,0.5714285714285714
hh_001,hierarchy_backoff,backpack_mara,backpack,False,22,9,1.0
hh_001,hierarchy_backoff,blanket_mara,blanket,False,35,26,1.0
hh_001,hierarchy_backoff,book_mara,book,False,12,113,0.8584070796460177
hh_001,hierarchy_backoff,bowl_shared_1,bowl,True,34,114,1.0
hh_001,hierarchy_backoff,bowl_shared_2,bowl,True,35,122,0.9262295081967213
hh_001,hierarchy_backoff,charger_mara,charger,False,23,76,0.9605263157894737
hh_001,hierarchy_backoff,glasses_mara,glasses,False,35,118,0.9067796610169492
hh_001,hierarchy_backoff,hairbrush_mara,hairbrush,False,32,29,0.8620689655172413
hh_001,hierarchy_backoff,headphones_mara,headphones,False,21,37,0.918918918918919
hh_001,hierarchy_backoff,jacket_mara,jacket,False,21,26,0.9615384615384616
hh_001,hierarchy_backoff,keys_mara,keys,False,21,54,0.8518518518518519
hh_001,hierarchy_backoff,laptop_mara,laptop,False,24,19,1.0
hh_001,hierarchy_backoff,laundry_basket_mara,laundry_basket,False,22,81,0.8641975308641975
hh_001,hierarchy_backoff,lunchbox_mara,lunchbox,False,23,20,0.8
hh_001,hierarchy_backoff,makeup_kit_mara,makeup_kit,False,22,37,1.0
hh_001,hierarchy_backoff,medication_bottle_mara,medication_bottle,False,36,249,0.9598393574297188
hh_001,hierarchy_backoff,mug_mara,mug,True,34,140,0.95
hh_001,hierarchy_backoff,mug_shared_1,mug,True,35,133,1.0
hh_001,hierarchy_backoff,notebook_mara,notebook,False,23,10,1.0
hh_001,hierarchy_backoff,pan_shared_1,pan,False,35,38,0.9473684210526315
hh_001,hierarchy_backoff,pen_mara,pen,False,35,17,1.0
hh_001,hierarchy_backoff,phone_mara,phone,False,23,156,0.9358974358974359
hh_001,hierarchy_backoff,plate_shared_1,plate,True,35,121,0.9504132231404959
hh_001,hierarchy_backoff,plate_shared_2,plate,True,35,140,0.9071428571428571
hh_001,hierarchy_backoff,pot_shared_1,pot,False,35,32,1.0
hh_001,hierarchy_backoff,remote_shared_1,remote,False,34,52,0.75
hh_001,hierarchy_backoff,suitcase_mara,suitcase,False,23,5,0.4
hh_001,hierarchy_backoff,tablet_mara,tablet,False,20,1,1.0
hh_001,hierarchy_backoff,towel_mara,towel,False,18,168,0.9761904761904762
hh_001,hierarchy_backoff,umbrella_mara,umbrella,False,22,14,0.8571428571428571
hh_001,hierarchy_backoff,vacuum_cleaner_shared_1,vacuum_cleaner,False,35,30,1.0
hh_001,hierarchy_backoff,wallet_mara,wallet,False,19,15,0.9333333333333333
hh_001,hierarchy_backoff,water_bottle_mara,water_bottle,False,25,36,0.8611111111111112
hh_001,hierarchy_backoff,watering_can_mara,watering_can,False,35,5,1.0
hh_001,hierarchy_backoff,yoga_mat_mara,yoga_mat,False,15,7,1.0
hh_001,perpetua_star,backpack_mara,backpack,False,22,9,0.8888888888888888
hh_001,perpetua_star,blanket_mara,blanket,False,35,26,1.0
hh_001,perpetua_star,book_mara,book,False,12,113,0.21238938053097345
hh_001,perpetua_star,bowl_shared_1,bowl,True,34,114,1.0
hh_001,perpetua_star,bowl_shared_2,bowl,True,35,122,0.7950819672131147
hh_001,perpetua_star,charger_mara,charger,False,23,76,0.8289473684210527
hh_001,perpetua_star,glasses_mara,glasses,False,35,118,0.7372881355932204
hh_001,perpetua_star,hairbrush_mara,hairbrush,False,32,29,0.7586206896551724
hh_001,perpetua_star,headphones_mara,headphones,False,21,37,0.7837837837837838
hh_001,perpetua_star,jacket_mara,jacket,False,21,26,0.8076923076923077
hh_001,perpetua_star,keys_mara,keys,False,21,54,0.7777777777777778
hh_001,perpetua_star,laptop_mara,laptop,False,24,19,0.8947368421052632
hh_001,perpetua_star,laundry_basket_mara,laundry_basket,False,22,81,0.8641975308641975
hh_001,perpetua_star,lunchbox_mara,lunchbox,False,23,20,0.7
hh_001,perpetua_star,makeup_kit_mara,makeup_kit,False,22,37,0.8648648648648649
hh_001,perpetua_star,medication_bottle_mara,medication_bottle,False,36,249,0.9518072289156626
hh_001,perpetua_star,mug_mara,mug,True,34,140,0.7
hh_001,perpetua_star,mug_shared_1,mug,True,35,133,1.0
hh_001,perpetua_star,notebook_mara,notebook,False,23,10,0.7
hh_001,perpetua_star,pan_shared_1,pan,False,35,38,0.6578947368421053
hh_001,perpetua_star,pen_mara,pen,False,35,17,0.8823529411764706
hh_001,perpetua_star,phone_mara,phone,False,23,156,0.6346153846153846
hh_001,perpetua_star,plate_shared_1,plate,True,35,121,0.9090909090909091
hh_001,perpetua_star,plate_shared_2,plate,True,35,140,0.7
hh_001,perpetua_star,pot_shared_1,pot,False,35,32,1.0
hh_001,perpetua_star,remote_shared_1,remote,False,34,52,0.7307692307692307
hh_001,perpetua_star,suitcase_mara,suitcase,False,23,5,0.4
hh_001,perpetua_star,tablet_mara,tablet,False,20,1,0.0
hh_001,perpetua_star,towel_mara,towel,False,18,168,0.7440476190476191
hh_001,perpetua_star,umbrella_mara,umbrella,False,22,14,0.8571428571428571
hh_001,perpetua_star,vacuum_cleaner_shared_1,vacuum_cleaner,False,35,30,1.0
hh_001,perpetua_star,wallet_mara,wallet,False,19,15,0.9333333333333333
hh_001,perpetua_star,water_bottle_mara,water_bottle,False,25,36,0.8055555555555556
hh_001,perpetua_star,watering_can_mara,watering_can,False,35,5,1.0
hh_001,perpetua_star,yoga_mat_mara,yoga_mat,False,15,7,0.7142857142857143
hh_003,last_observation,backpack_nico,backpack,True,21,29,0.2413793103448276
hh_003,last_observation,backpack_talia,backpack,True,16,32,0.8125
hh_003,last_observation,blanket_talia,blanket,False,21,22,0.7727272727272727
hh_003,last_observation,book_marisol,book,False,25,85,0.6705882352941176
hh_003,last_observation,bowl_shared_1,bowl,False,25,161,0.5962732919254659
hh_003,last_observation,charger_marisol,charger,True,25,57,1.0
hh_003,last_observation,charger_nico,charger,True,26,62,0.5
hh_003,last_observation,dog_leash_shared_1,dog_leash,False,25,12,0.8333333333333334
hh_003,last_observation,gaming_controller_shared_1,gaming_controller,False,26,19,0.8421052631578947
hh_003,last_observation,glasses_marisol,glasses,False,26,107,0.6915887850467289
hh_003,last_observation,hairbrush_marisol,hairbrush,False,24,23,0.13043478260869565
hh_003,last_observation,headphones_nico,headphones,True,27,27,0.5555555555555556
hh_003,last_observation,headphones_talia,headphones,True,26,32,0.84375
hh_003,last_observation,jacket_marisol,jacket,True,16,22,0.6363636363636364
hh_003,last_observation,jacket_nico,jacket,True,22,28,0.42857142857142855
hh_003,last_observation,keys_marisol,keys,True,14,39,0.48717948717948717
hh_003,last_observation,keys_nico,keys,True,21,36,0.4166666666666667
hh_003,last_observation,keys_talia,keys,True,18,42,0.5238095238095238
hh_003,last_observation,laptop_talia,laptop,False,18,2,0.5
hh_003,last_observation,laundry_basket_shared_1,laundry_basket,False,23,91,0.7362637362637363
hh_003,last_observation,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,last_observation,lunchbox_talia,lunchbox,True,25,18,0.8888888888888888
hh_003,last_observation,medication_bottle_marisol,medication_bottle,False,26,115,0.9826086956521739
hh_003,last_observation,mug_marisol,mug,True,24,80,0.6625
hh_003,last_observation,mug_talia,mug,True,24,71,0.2676056338028169
hh_003,last_observation,notebook_marisol,notebook,True,25,22,0.9090909090909091
hh_003,last_observation,notebook_talia,notebook,True,26,28,0.8928571428571429
hh_003,last_observation,pan_shared_1,pan,False,25,26,0.6153846153846154
hh_003,last_observation,pen_marisol,pen,True,25,28,0.75
hh_003,last_observation,pen_talia,pen,True,24,20,0.55
hh_003,last_observation,phone_marisol,phone,True,13,119,0.35294117647058826
hh_003,last_observation,phone_nico,phone,True,21,127,0.6771653543307087
hh_003,last_observation,phone_talia,phone,True,27,120,0.5
hh_003,last_observation,plate_shared_1,plate,False,25,157,0.5095541401273885
hh_003,last_observation,pot_shared_1,pot,False,25,33,0.9393939393939394
hh_003,last_observation,remote_shared_1,remote,False,25,102,0.7352941176470589
hh_003,last_observation,towel_marisol,towel,False,24,71,0.014084507042253521
hh_003,last_observation,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,last_observation,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,last_observation,wallet_marisol,wallet,True,16,4,0.75
hh_003,last_observation,wallet_nico,wallet,True,21,3,0.6666666666666666
hh_003,last_observation,wallet_talia,wallet,True,18,3,0.6666666666666666
hh_003,last_observation,water_bottle_marisol,water_bottle,True,22,26,0.5
hh_003,last_observation,water_bottle_nico,water_bottle,True,19,37,0.6756756756756757
hh_003,last_observation,water_bottle_talia,water_bottle,True,25,39,0.9230769230769231
hh_003,most_frequent,backpack_nico,backpack,True,21,29,0.5862068965517241
hh_003,most_frequent,backpack_talia,backpack,True,16,32,0.84375
hh_003,most_frequent,blanket_talia,blanket,False,21,22,0.9090909090909091
hh_003,most_frequent,book_marisol,book,False,25,85,0.9294117647058824
hh_003,most_frequent,bowl_shared_1,bowl,False,25,161,0.9813664596273292
hh_003,most_frequent,charger_marisol,charger,True,25,57,1.0
hh_003,most_frequent,charger_nico,charger,True,26,62,0.8387096774193549
hh_003,most_frequent,dog_leash_shared_1,dog_leash,False,25,12,1.0
hh_003,most_frequent,gaming_controller_shared_1,gaming_controller,False,26,19,0.8947368421052632
hh_003,most_frequent,glasses_marisol,glasses,False,26,107,0.9252336448598131
hh_003,most_frequent,hairbrush_marisol,hairbrush,False,24,23,0.30434782608695654
hh_003,most_frequent,headphones_nico,headphones,True,27,27,0.8148148148148148
hh_003,most_frequent,headphones_talia,headphones,True,26,32,0.96875
hh_003,most_frequent,jacket_marisol,jacket,True,16,22,0.7727272727272727
hh_003,most_frequent,jacket_nico,jacket,True,22,28,0.5714285714285714
hh_003,most_frequent,keys_marisol,keys,True,14,39,0.6923076923076923
hh_003,most_frequent,keys_nico,keys,True,21,36,0.5833333333333334
hh_003,most_frequent,keys_talia,keys,True,18,42,0.8571428571428571
hh_003,most_frequent,laptop_talia,laptop,False,18,2,0.5
hh_003,most_frequent,laundry_basket_shared_1,laundry_basket,False,23,91,0.8241758241758241
hh_003,most_frequent,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,most_frequent,lunchbox_talia,lunchbox,True,25,18,0.9444444444444444
hh_003,most_frequent,medication_bottle_marisol,medication_bottle,False,26,115,1.0
hh_003,most_frequent,mug_marisol,mug,True,24,80,0.9625
hh_003,most_frequent,mug_talia,mug,True,24,71,0.676056338028169
hh_003,most_frequent,notebook_marisol,notebook,True,25,22,1.0
hh_003,most_frequent,notebook_talia,notebook,True,26,28,1.0
hh_003,most_frequent,pan_shared_1,pan,False,25,26,0.9230769230769231
hh_003,most_frequent,pen_marisol,pen,True,25,28,0.8214285714285714
hh_003,most_frequent,pen_talia,pen,True,24,20,0.8
hh_003,most_frequent,phone_marisol,phone,True,13,119,0.8319327731092437
hh_003,most_frequent,phone_nico,phone,True,21,127,0.8031496062992126
hh_003,most_frequent,phone_talia,phone,True,27,120,0.8
hh_003,most_frequent,plate_shared_1,plate,False,25,157,0.9363057324840764
hh_003,most_frequent,pot_shared_1,pot,False,25,33,0.9696969696969697
hh_003,most_frequent,remote_shared_1,remote,False,25,102,0.9509803921568627
hh_003,most_frequent,towel_marisol,towel,False,24,71,0.04225352112676056
hh_003,most_frequent,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,most_frequent,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,most_frequent,wallet_marisol,wallet,True,16,4,1.0
hh_003,most_frequent,wallet_nico,wallet,True,21,3,1.0
hh_003,most_frequent,wallet_talia,wallet,True,18,3,1.0
hh_003,most_frequent,water_bottle_marisol,water_bottle,True,22,26,1.0
hh_003,most_frequent,water_bottle_nico,water_bottle,True,19,37,0.7837837837837838
hh_003,most_frequent,water_bottle_talia,water_bottle,True,25,39,0.9743589743589743
hh_003,timetable,backpack_nico,backpack,True,21,29,0.4482758620689655
hh_003,timetable,backpack_talia,backpack,True,16,32,0.84375
hh_003,timetable,blanket_talia,blanket,False,21,22,0.9090909090909091
hh_003,timetable,book_marisol,book,False,25,85,0.6823529411764706
hh_003,timetable,bowl_shared_1,bowl,False,25,161,0.6211180124223602
hh_003,timetable,charger_marisol,charger,True,25,57,1.0
hh_003,timetable,charger_nico,charger,True,26,62,0.6451612903225806
hh_003,timetable,dog_leash_shared_1,dog_leash,False,25,12,0.75
hh_003,timetable,gaming_controller_shared_1,gaming_controller,False,26,19,0.631578947368421
