t,stamp,mug_1,mug_2,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,remote_1,charger_1,charger_2,glasses_1,glasses_2,notebook_1,pen_1,medication_bottle_1,medication_bottle_2,jacket_1,jacket_2,wallet_1,wallet_2
1620,d01 Tue 03:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
1680,d01 Tue 04:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
1740,d01 Tue 05:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
1800,d01 Tue 06:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
1860,d01 Tue 07:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,entry_hook_e1,entry_hook_e1,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,entry_hook_e1,entry_hook_e1
1920,d01 Tue 08:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,desk_b2,entry_hook_e1,entry_hook_e1,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,entry_hook_e1,entry_hook_e1
1980,d01 Tue 09:00,sink_k1,kitchen_table_k1,tv_stand_l1,armchair_l1,desk_b2,person:resident_1,person:resident_2,armchair_l1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2040,d01 Tue 10:00,cupboard_k1,kitchen_table_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,entry_table_e1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2100,d01 Tue 11:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2160,d01 Tue 12:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2220,d01 Tue 13:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2280,d01 Tue 14:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2340,d01 Tue 15:00,cupboard_k1,counter_k1,desk_b2,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2400,d01 Tue 16:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2460,d01 Tue 17:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2520,d01 Tue 18:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2580,d01 Tue 19:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2640,d01 Tue 20:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2700,d01 Tue 21:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2760,d01 Tue 22:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2820,d01 Tue 23:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2880,d02 Wed 00:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
2940,d02 Wed 01:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3000,d02 Wed 02:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3060,d02 Wed 03:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3120,d02 Wed 04:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3180,d02 Wed 05:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3240,d02 Wed 06:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_table_e1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3300,d02 Wed 07:00,cupboard_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,entry_hook_e1,entry_hook_e1,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,entry_hook_e1,entry_hook_e1
3360,d02 Wed 08:00,sink_k1,kitchen_table_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3420,d02 Wed 09:00,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3480,d02 Wed 10:00,sink_k1,kitchen_table_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,entry_table_e1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3540,d02 Wed 11:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3600,d02 Wed 12:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3660,d02 Wed 13:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3720,d02 Wed 14:00,sink_k1,counter_k1,desk_b2,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3780,d02 Wed 15:00,sink_k1,counter_k1,desk_b2,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,couch_l1,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3840,d02 Wed 16:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3900,d02 Wed 17:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
3960,d02 Wed 18:00,sink_k1,counter_k1,tv_stand_l1,armchair_l1,entry_table_e1,person:resident_1,person:resident_2,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,person:resident_2,tv_stand_l1,nightstand_b1,armchair_l1,counter_k1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_hook_e1,entry_hook_e1,person:resident_1,person:resident_2
