start,end,day,t0_min,t1_min,activity
2009-10-17 13:34:02,2009-10-17 13:39:11,1,2254.03,2259.18,Master_Bathroom
2009-10-17 13:41:08,2009-10-17 14:30:15,1,2261.13,2310.25,Leave_Home
2009-10-17 14:33:06,2009-10-17 14:51:27,1,2313.1,2331.45,Watch_TV
2009-10-17 14:51:28,2009-10-17 14:53:43,1,2331.47,2333.72,Desk_Activity
2009-10-17 14:55:24,2009-10-17 16:10:06,1,2335.4,2410.1,Chores
2009-10-17 15:32:05,2009-10-17 15:33:13,1,2372.08,2373.22,Leave_Home
2009-10-17 16:10:13,2009-10-17 16:12:02,1,2410.22,2412.03,Guest_Bathroom
2009-10-17 16:12:19,2009-10-17 16:40:29,1,2412.32,2440.48,Read
2009-10-17 16:40:36,2009-10-17 16:42:05,1,2440.6,2442.08,Leave_Home
2009-10-17 16:53:41,2009-10-17 17:32:17,1,2453.68,2492.28,Read
2009-10-17 17:32:26,2009-10-17 17:34:33,1,2492.43,2494.55,Guest_Bathroom
2009-10-17 17:34:53,2009-10-17 17:38:41,1,2494.88,2498.68,Chores
2009-10-17 17:38:52,2009-10-17 18:20:43,1,2498.87,2540.72,Kitchen_Activity
2009-10-17 17:44:07,2009-10-17 17:49:55,1,2504.12,2509.92,Watch_TV
2009-10-17 20:25:03,2009-10-17 20:25:46,1,2665.05,2665.77,Guest_Bathroom
2009-10-17 22:47:18,2009-10-17 22:49:02,1,2807.3,2809.03,Master_Bathroom
2009-10-17 22:51:04,2009-10-17 22:51:36,1,2811.07,2811.6,Kitchen_Activity
2009-10-17 23:01:58,2009-10-17 23:03:24,1,2821.97,2823.4,Kitchen_Activity
2009-10-17 23:10:00,2009-10-17 23:15:48,1,2830.0,2835.8,Master_Bathroom
2009-10-17 23:16:16,2009-10-17 23:30:25,1,2836.27,2850.42,Sleep
2009-10-17 23:30:29,2009-10-17 23:33:43,1,2850.48,2853.72,Bed_to_Toilet
2009-10-17 23:33:43,2009-10-18 02:25:05,1,2853.72,3025.08,Sleep
2009-10-18 02:25:06,2009-10-18 02:26:20,2,3025.1,3026.33,Bed_to_Toilet
2009-10-18 02:26:20,2009-10-18 08:00:58,2,3026.33,3360.97,Sleep
2009-10-18 08:01:05,2009-10-18 08:03:38,2,3361.08,3363.63,Master_Bathroom
2009-10-18 08:21:59,2009-10-18 08:22:10,2,3381.98,3382.17,Morning_Meds
2009-10-18 08:22:24,2009-10-18 08:23:08,2,3382.4,3383.13,Leave_Home
2009-10-18 08:24:42,2009-10-18 08:30:09,2,3384.7,3390.15,Read
2009-10-18 08:30:19,2009-10-18 08:32:18,2,3390.32,3392.3,Kitchen_Activity
2009-10-18 08:33:01,2009-10-18 09:09:31,2,3393.02,3429.52,Read
2009-10-18 09:10:23,2009-10-18 09:15:18,2,3430.38,3435.3,Desk_Activity
2009-10-18 09:15:18,2009-10-18 09:32:12,2,3435.3,3452.2,Kitchen_Activity
2009-10-18 09:33:47,2009-10-18 09:34:56,2,3453.78,3454.93,Guest_Bathroom
2009-10-18 09:35:48,2009-10-18 09:45:36,2,3455.8,3465.6,Master_Bathroom
2009-10-18 09:46:07,2009-10-18 09:53:49,2,3466.12,3473.82,Chores
2009-10-18 09:53:50,2009-10-18 10:26:35,2,3473.83,3506.58,Master_Bathroom
2009-10-18 10:26:35,2009-10-18 10:31:12,2,3506.58,3511.2,Chores
2009-10-18 10:31:14,2009-10-18 10:40:15,2,3511.23,3520.25,Read
2009-10-18 10:40:24,2009-10-18 10:40:39,2,3520.4,3520.65,Kitchen_Activity
2009-10-18 10:41:18,2009-10-18 11:54:30,2,3521.3,3594.5,Leave_Home
2009-10-18 11:55:39,2009-10-18 12:09:06,2,3595.65,3609.1,Master_Bathroom
2009-10-18 12:09:13,2009-10-18 12:13:54,2,3609.22,3613.9,Chores
2009-10-18 12:14:07,2009-10-18 12:51:06,2,3614.12,3651.1,Read
2009-10-18 12:51:19,2009-10-18 13:27:01,2,3651.32,3687.02,Kitchen_Activity
2009-10-18 13:28:38,2009-10-18 13:42:23,2,3688.63,3702.38,Read
2009-10-18 13:43:50,2009-10-18 13:45:32,2,3703.83,3705.53,Guest_Bathroom
2009-10-18 13:45:36,2009-10-18 13:57:48,2,3705.6,3717.8,Chores
2009-10-18 14:01:32,2009-10-18 14:09:29,2,3721.53,3729.48,Leave_Home
2009-10-18 14:09:56,2009-10-18 14:10:46,2,3729.93,3730.77,Leave_Home
2009-10-18 14:22:24,2009-10-18 14:22:31,2,3742.4,3742.52,Leave_Home
2009-10-18 14:38:00,2009-10-18 14:40:54,2,3758.0,3760.9,Meditate
2009-10-18 14:50:52,2009-10-18 16:11:14,2,3770.87,3851.23,Read
2009-10-18 16:11:32,2009-10-18 18:37:22,2,3851.53,3997.37,Kitchen_Activity
2009-10-18 16:42:13,2009-10-18 18:25:13,2,3882.22,3985.22,Read
2009-10-18 18:39:43,2009-10-18 21:14:01,2,3999.72,4154.02,Watch_TV
2009-10-18 19:24:09,2009-10-18 19:24:48,2,4044.15,4044.8,Guest_Bathroom
2009-10-18 20:01:40,2009-10-18 20:02:38,2,4081.67,4082.63,Guest_Bathroom
2009-10-18 20:14:54,2009-10-18 20:15:51,2,4094.9,4095.85,Kitchen_Activity
2009-10-18 20:46:21,2009-10-18 20:47:46,2,4126.35,4127.77,Kitchen_Activity
2009-10-18 21:05:14,2009-10-18 21:12:51,2,4145.23,4152.85,Kitchen_Activity
2009-10-18 21:16:08,2009-10-18 21:16:49,2,4156.13,4156.82,Guest_Bathroom
2009-10-18 21:23:26,2009-10-18 21:23:38,2,4163.43,4163.63,Kitchen_Activity
2009-10-18 21:28:39,2009-10-18 21:29:58,2,4168.65,4169.97,Master_Bathroom
2009-10-18 21:31:07,2009-10-18 21:34:27,2,4171.12,4174.45,Master_Bathroom
2009-10-18 21:42:23,2009-10-19 04:43:36,2,4182.38,4603.6,Sleep
2009-10-19 04:43:37,2009-10-19 04:44:56,3,4603.62,4604.93,Bed_to_Toilet
2009-10-19 04:45:03,2009-10-19 05:34:06,3,4605.05,4654.1,Sleep
2009-10-19 05:34:05,2009-10-19 05:35:43,3,4654.08,4655.72,Bed_to_Toilet
2009-10-19 05:35:44,2009-10-19 08:15:12,3,4655.73,4815.2,Sleep
2009-10-19 08:15:34,2009-10-19 08:18:18,3,4815.57,4818.3,Master_Bathroom
2009-10-19 08:24:42,2009-10-19 08:25:54,3,4824.7,4825.9,Morning_Meds
2009-10-19 08:26:31,2009-10-19 08:33:19,3,4826.52,4833.32,Read
2009-10-19 08:33:41,2009-10-19 08:52:36,3,4833.68,4852.6,Kitchen_Activity
2009-10-19 08:52:52,2009-10-19 09:55:29,3,4852.87,4915.48,Read
2009-10-19 10:00:16,2009-10-19 10:11:07,3,4920.27,4931.12,Kitchen_Activity
2009-10-19 10:11:17,2009-10-19 10:12:38,3,4931.28,4932.63,Guest_Bathroom
2009-10-19 10:13:43,2009-10-19 10:28:38,3,4933.72,4948.63,Read
2009-10-19 10:35:11,2009-10-19 11:09:36,3,4955.18,4989.6,Read
2009-10-19 11:09:55,2009-10-19 12:11:15,3,4989.92,5051.25,Chores
2009-10-19 11:13:00,2009-10-19 11:56:44,3,4993.0,5036.73,Master_Bathroom
2009-10-19 12:02:01,2009-10-19 12:04:50,3,5042.02,5044.83,Master_Bathroom
2009-10-19 12:11:17,2009-10-19 12:34:40,3,5051.28,5074.67,Leave_Home
2009-10-19 12:37:50,2009-10-19 12:42:06,3,5077.83,5082.1,Master_Bathroom
2009-10-19 12:44:43,2009-10-19 12:56:51,3,5084.72,5096.85,Desk_Activity
2009-10-19 12:57:06,2009-10-19 13:06:24,3,5097.1,5106.4,Chores
2009-10-19 13:06:30,2009-10-19 14:34:54,3,5106.5,5194.9,Kitchen_Activity
2009-10-19 13:32:37,2009-10-19 13:36:10,3,5132.62,5136.17,Leave_Home
2009-10-19 14:35:00,2009-10-19 15:01:14,3,5195.0,5221.23,Chores
2009-10-19 15:01:38,2009-10-19 15:03:52,3,5221.63,5223.87,Master_Bathroom
2009-10-19 15:32:28,2009-10-19 16:02:59,3,5252.47,5282.98,Desk_Activity
2009-10-19 16:03:04,2009-10-19 16:06:48,3,5283.07,5286.8,Guest_Bathroom
2009-10-19 16:10:36,2009-10-19 16:22:42,3,5290.6,5302.7,Desk_Activity
2009-10-19 16:27:44,2009-10-19 16:39:50,3,5307.73,5319.83,Desk_Activity
2009-10-19 17:08:52,2009-10-19 17:09:43,3,5348.87,5349.72,Leave_Home
2009-10-19 17:15:07,2009-10-19 19:02:22,3,5355.12,5462.37,Kitchen_Activity
2009-10-19 18:13:23,2009-10-19 18:20:40,3,5413.38,5420.67,Master_Bathroom
2009-10-19 20:35:16,2009-10-19 20:35:54,3,5555.27,5555.9,Guest_Bathroom
2009-10-19 20:36:28,2009-10-19 20:45:24,3,5556.47,5565.4,Kitchen_Activity
2009-10-19 21:13:27,2009-10-19 21:15:39,3,5593.45,5595.65,Master_Bathroom
2009-10-19 21:16:22,2009-10-20 09:06:22,3,5596.37,6306.37,Sleep
2009-10-20 05:38:06,2009-10-20 05:42:06,4,6098.1,6102.1,Bed_to_Toilet
2009-10-20 09:09:15,2009-10-20 09:10:00,4,6309.25,6310.0,Kitchen_Activity
2009-10-20 09:10:06,2009-10-20 09:11:51,4,6310.1,6311.85,Guest_Bathroom
2009-10-20 10:12:49,2009-10-20 10:25:23,4,6372.82,6385.38,Sleep
2009-10-20 10:31:03,2009-10-20 10:32:03,4,6391.05,6392.05,Leave_Home
2009-10-20 10:32:32,2009-10-20 10:33:02,4,6392.53,6393.03,Morning_Meds
2009-10-20 10:38:38,2009-10-20 11:14:58,4,6398.63,6434.97,Read
2009-10-20 11:14:59,2009-10-20 11:28:16,4,6434.98,6448.27,Kitchen_Activity
2009-10-20 12:19:42,2009-10-20 13:08:27,4,6499.7,6548.45,Desk_Activity
2009-10-20 13:09:32,2009-10-20 13:26:45,4,6549.53,6566.75,Kitchen_Activity
2009-10-20 13:20:46,2009-10-20 13:25:48,4,6560.77,6565.8,Meditate
2009-10-20 13:26:50,2009-10-20 13:44:44,4,6566.83,6584.73,Meditate
2009-10-20 13:47:55,2009-10-20 13:48:18,4,6587.92,6588.3,Leave_Home
2009-10-20 13:49:34,2009-10-20 14:08:41,4,6589.57,6608.68,Kitchen_Activity
2009-10-20 14:15:22,2009-10-20 14:49:28,4,6615.37,6649.47,Chores
2009-10-20 14:49:29,2009-10-20 14:51:36,4,6649.48,6651.6,Meditate
2009-10-20 14:53:43,2009-10-20 14:57:59,4,6653.72,6657.98,Kitchen_Activity
2009-10-20 14:56:26,2009-10-20 14:57:20,4,6656.43,6657.33,Leave_Home
2009-10-20 14:58:02,2009-10-20 15:01:58,4,6658.03,6661.97,Master_Bathroom
2009-10-20 15:24:41,2009-10-20 15:50:22,4,6684.68,6710.37,Leave_Home
2009-10-20 15:52:39,2009-10-20 17:06:17,4,6712.65,6786.28,Read
2009-10-20 17:10:36,2009-10-20 17:27:42,4,6790.6,6807.7,Kitchen_Activity
2009-10-20 17:29:50,2009-10-20 17:43:53,4,6809.83,6823.88,Read
2009-10-20 17:43:57,2009-10-20 18:56:52,4,6823.95,6896.87,Kitchen_Activity
2009-10-20 17:46:05,2009-10-20 17:46:37,4,6826.08,6826.62,Leave_Home
2009-10-20 18:03:28,2009-10-20 18:04:41,4,6843.47,6844.68,Guest_Bathroom
2009-10-20 18:58:06,2009-10-20 19:16:35,4,6898.1,6916.58,Desk_Activity
2009-10-20 19:22:31,2009-10-20 19:24:19,4,6922.52,6924.32,Desk_Activity
2009-10-20 19:24:32,2009-10-20 19:52:54,4,6924.53,6952.9,Master_Bathroom
2009-10-20 20:14:11,2009-10-20 21:38:00,4,6974.18,7058.0,Read
2009-10-20 21:40:08,2009-10-20 21:41:08,4,7060.13,7061.13,Kitchen_Activity
2009-10-20 21:41:55,2009-10-20 21:44:00,4,7061.92,7064.0,Master_Bathroom
2009-10-20 21:53:29,2009-10-20 21:53:42,4,7073.48,7073.7,Master_Bathroom
2009-10-20 21:54:06,2009-10-20 21:59:05,4,7074.1,7079.08,Kitchen_Activity
2009-10-20 22:05:26,2009-10-20 22:09:45,4,7085.43,7089.75,Master_Bathroom
2009-10-20 22:11:49,2009-10-21 08:40:45,4,7091.82,7720.75,Sleep
2009-10-20 23:03:28,2009-10-20 23:04:48,4,7143.47,7144.8,Bed_to_Toilet
2009-10-21 07:04:09,2009-10-21 07:06:26,5,7624.15,7626.43,Bed_to_Toilet
2009-10-21 08:44:29,2009-10-21 08:45:22,5,7724.48,7725.37,Morning_Meds
2009-10-21 08:49:11,2009-10-21 08:50:09,5,7729.18,7730.15,Guest_Bathroom
2009-10-21 08:50:20,2009-10-21 08:50:55,5,7730.33,7730.92,Leave_Home
2009-10-21 08:54:13,2009-10-21 09:20:32,5,7734.22,7760.53,Kitchen_Activity
2009-10-21 09:21:40,2009-10-21 10:19:47,5,7761.67,7819.78,Read
2009-10-21 10:20:00,2009-10-21 10:28:16,5,7820.0,7828.27,Kitchen_Activity
2009-10-21 10:32:19,2009-10-21 10:45:48,5,7832.32,7845.8,Master_Bathroom
2009-10-21 10:45:52,2009-10-21 10:57:33,5,7845.87,7857.55,Chores
2009-10-21 10:57:38,2009-10-21 11:41:53,5,7857.63,7901.88,Sleep
2009-10-21 11:45:01,2009-10-21 11:46:53,5,7905.02,7906.88,Chores
2009-10-21 12:00:12,2009-10-21 12:05:41,5,7920.2,7925.68,Master_Bathroom
2009-10-21 12:06:24,2009-10-21 12:34:03,5,7926.4,7954.05,Kitchen_Activity
2009-10-21 12:21:28,2009-10-21 12:21:58,5,7941.47,7941.97,Master_Bathroom
2009-10-21 12:34:30,2009-10-21 12:38:53,5,7954.5,7958.88,Master_Bathroom
2009-10-21 12:43:52,2009-10-21 12:59:06,5,7963.87,7979.1,Leave_Home
2009-10-21 13:08:21,2009-10-21 13:21:48,5,7988.35,8001.8,Desk_Activity
2009-10-21 13:21:52,2009-10-21 13:24:46,5,8001.87,8004.77,Chores
2009-10-21 13:24:46,2009-10-21 13:25:26,5,8004.77,8005.43,Leave_Home
2009-10-21 14:04:12,2009-10-21 14:29:45,5,8044.2,8069.75,Kitchen_Activity
2009-10-21 14:30:17,2009-10-21 14:32:20,5,8070.28,8072.33,Master_Bathroom
2009-10-21 14:33:03,2009-10-21 15:18:29,5,8073.05,8118.48,Read
2009-10-21 15:18:53,2009-10-21 17:14:40,5,8118.88,8234.67,Chores
2009-10-21 15:40:41,2009-10-21 15:43:53,5,8140.68,8143.88,Meditate
2009-10-21 16:17:38,2009-10-21 17:02:33,5,8177.63,8222.55,Desk_Activity
2009-10-21 17:14:42,2009-10-21 17:18:36,5,8234.7,8238.6,Kitchen_Activity
2009-10-21 17:18:49,2009-10-21 17:19:38,5,8238.82,8239.63,Leave_Home
2009-10-21 17:21:06,2009-10-21 17:27:38,5,8241.1,8247.63,Read
2009-10-21 20:30:20,2009-10-21 20:40:08,5,8430.33,8440.13,Kitchen_Activity
2009-10-21 20:40:47,2009-10-21 20:41:21,5,8440.78,8441.35,Leave_Home
2009-10-21 20:42:34,2009-10-21 21:52:54,5,8442.57,8512.9,Read
2009-10-21 21:53:39,2009-10-21 22:04:12,5,8513.65,8524.2,Kitchen_Activity
2009-10-21 22:15:48,2009-10-21 22:16:05,5,8535.8,8536.08,Master_Bathroom
2009-10-21 22:25:59,2009-10-21 22:39:08,5,8545.98,8559.13,Master_Bathroom
2009-10-21 22:39:44,2009-10-22 08:30:49,5,8559.73,9150.82,Sleep
2009-10-22 05:23:30,2009-10-22 05:25:35,6,8963.5,8965.58,Bed_to_Toilet
2009-10-22 05:25:47,2009-10-22 05:29:05,6,8965.78,8969.08,Bed_to_Toilet
2009-10-22 05:37:54,2009-10-22 05:38:12,6,8977.9,8978.2,Bed_to_Toilet
2009-10-22 08:31:28,2009-10-22 08:42:34,6,9151.47,9162.57,Read
2009-10-22 08:43:05,2009-10-22 08:43:19,6,9163.08,9163.32,Kitchen_Activity
2009-10-22 08:43:36,2009-10-22 10:18:25,6,9163.6,9258.42,Sleep
2009-10-22 10:18:34,2009-10-22 10:20:25,6,9258.57,9260.42,Master_Bathroom
2009-10-22 10:25:35,2009-10-22 10:26:06,6,9265.58,9266.1,Morning_Meds
2009-10-22 10:29:02,2009-10-22 10:29:25,6,9269.03,9269.42,Leave_Home
2009-10-22 11:05:47,2009-10-22 11:23:08,6,9305.78,9323.13,Master_Bathroom
2009-10-22 11:23:26,2009-10-22 11:39:12,6,9323.43,9339.2,Chores
2009-10-22 13:03:02,2009-10-22 13:31:32,6,9423.03,9451.53,Leave_Home
2009-10-22 16:17:19,2009-10-22 16:18:51,6,9617.32,9618.85,Meditate
2009-10-22 17:26:25,2009-10-22 17:27:04,6,9686.42,9687.07,Leave_Home
2009-10-22 19:05:34,2009-10-22 19:09:23,6,9785.57,9789.38,Read
2009-10-22 21:16:32,2009-10-22 21:16:55,6,9916.53,9916.92,Kitchen_Activity
2009-10-22 21:21:59,2009-10-22 22:10:26,6,9921.98,9970.43,Read
2009-10-22 22:11:40,2009-10-22 22:12:42,6,9971.67,9972.7,Kitchen_Activity
2009-10-22 22:15:09,2009-10-22 22:30:21,6,9975.15,9990.35,Master_Bathroom
2009-10-22 22:32:09,2009-10-23 08:02:36,6,9992.15,10562.6,Sleep
2009-10-23 00:12:24,2009-10-23 00:13:24,7,10092.4,10093.4,Bed_to_Toilet
2009-10-23 04:00:32,2009-10-23 04:03:19,7,10320.53,10323.32,Bed_to_Toilet
2009-10-23 08:02:46,2009-10-23 08:04:05,7,10562.77,10564.08,Master_Bathroom
2009-10-23 08:06:24,2009-10-23 08:08:26,7,10566.4,10568.43,Morning_Meds
2009-10-23 08:12:24,2009-10-23 08:12:58,7,10572.4,10572.97,Leave_Home
2009-10-23 08:14:25,2009-10-23 08:51:00,7,10574.42,10611.0,Read
2009-10-23 08:51:36,2009-10-23 09:21:27,7,10611.6,10641.45,Kitchen_Activity
2009-10-23 12:07:19,2009-10-23 12:07:32,7,10807.32,10807.53,Leave_Home
2009-10-23 12:29:33,2009-10-23 12:30:19,7,10829.55,10830.32,Leave_Home
2009-10-23 14:07:59,2009-10-23 14:29:20,7,10927.98,10949.33,Leave_Home
2009-10-23 15:51:08,2009-10-23 16:15:42,7,11031.13,11055.7,Leave_Home
2009-10-23 18:00:38,2009-10-23 18:00:56,7,11160.63,11160.93,Leave_Home
2009-10-23 19:27:13,2009-10-23 19:40:37,7,11247.22,11260.62,Meditate
2009-10-23 19:42:51,2009-10-23 19:43:22,7,11262.85,11263.37,Leave_Home
2009-10-23 19:43:31,2009-10-23 21:23:55,7,11263.52,11363.92,Read
2009-10-23 21:26:31,2009-10-23 21:26:43,7,11366.52,11366.72,Kitchen_Activity
2009-10-23 21:27:30,2009-10-23 21:27:45,7,11367.5,11367.75,Kitchen_Activity
2009-10-23 21:27:53,2009-10-23 21:38:49,7,11367.88,11378.82,Master_Bathroom
2009-10-23 21:39:26,2009-10-24 08:14:59,7,11379.43,12014.98,Sleep
2009-10-24 05:26:21,2009-10-24 05:28:22,8,11846.35,11848.37,Bed_to_Toilet
2009-10-24 08:15:50,2009-10-24 08:17:16,8,12015.83,12017.27,Guest_Bathroom
2009-10-24 08:18:37,2009-10-24 08:19:18,8,12018.62,12019.3,Leave_Home
2009-10-24 08:22:02,2009-10-24 08:22:56,8,12022.03,12022.93,Morning_Meds
2009-10-24 08:23:35,2009-10-24 09:33:59,8,12023.58,12093.98,Read
2009-10-24 09:34:46,2009-10-24 09:57:21,8,12094.77,12117.35,Kitchen_Activity
2009-10-24 09:58:25,2009-10-24 10:43:36,8,12118.42,12163.6,Master_Bathroom
2009-10-24 10:43:58,2009-10-24 11:17:53,8,12163.97,12197.88,Watch_TV
2009-10-24 11:17:59,2009-10-24 11:21:05,8,12197.98,12201.08,Meditate
2009-10-24 11:21:24,2009-10-24 11:39:46,8,12201.4,12219.77,Watch_TV
2009-10-24 11:40:04,2009-10-24 11:40:53,8,12220.07,12220.88,Leave_Home
2009-10-24 11:49:01,2009-10-24 11:49:17,8,12229.02,12229.28,Leave_Home
2009-10-24 12:18:39,2009-10-24 12:19:02,8,12258.65,12259.03,Leave_Home
2009-10-24 12:26:56,2009-10-24 13:08:07,8,12266.93,12308.12,Sleep
2009-10-24 13:09:16,2009-10-24 13:44:01,8,12309.27,12344.02,Kitchen_Activity
2009-10-24 13:23:18,2009-10-24 13:29:32,8,12323.3,12329.53,Master_Bathroom
2009-10-24 13:47:51,2009-10-24 13:48:48,8,12347.85,12348.8,Leave_Home
2009-10-24 14:23:58,2009-10-24 14:45:56,8,12383.97,12405.93,Leave_Home
2009-10-24 14:52:42,2009-10-24 14:55:27,8,12412.7,12415.45,Read
2009-10-24 14:57:26,2009-10-24 14:59:27,8,12417.43,12419.45,Kitchen_Activity
2009-10-24 15:04:59,2009-10-24 15:06:45,8,12424.98,12426.75,Leave_Home
2009-10-24 15:54:47,2009-10-24 16:15:02,8,12474.78,12495.03,Read
2009-10-24 16:16:27,2009-10-24 16:32:40,8,12496.45,12512.67,Kitchen_Activity
2009-10-24 16:59:34,2009-10-24 17:00:07,8,12539.57,12540.12,Guest_Bathroom
2009-10-24 17:15:53,2009-10-24 17:18:54,8,12555.88,12558.9,Master_Bathroom
2009-10-24 17:37:11,2009-10-24 17:39:05,8,12577.18,12579.08,Read
2009-10-24 17:40:44,2009-10-24 18:11:50,8,12580.73,12611.83,Kitchen_Activity
2009-10-24 18:10:53,2009-10-24 18:11:03,8,12610.88,12611.05,Leave_Home
2009-10-24 18:13:41,2009-10-24 22:42:26,8,12613.68,12882.43,Leave_Home
2009-10-24 22:43:25,2009-10-24 22:45:35,8,12883.42,12885.58,Master_Bathroom
2009-10-24 22:47:04,2009-10-24 22:47:28,8,12887.07,12887.47,Kitchen_Activity
2009-10-24 22:51:55,2009-10-24 23:01:52,8,12891.92,12901.87,Master_Bathroom
2009-10-24 23:08:40,2009-10-24 23:09:10,8,12908.67,12909.17,Master_Bathroom
2009-10-24 23:25:34,2009-10-25 08:01:37,8,12925.57,13441.62,Sleep
2009-10-25 08:01:35,2009-10-25 08:04:20,9,13441.58,13444.33,Master_Bathroom
2009-10-25 08:05:34,2009-10-25 08:06:12,9,13445.57,13446.2,Leave_Home
2009-10-25 08:08:34,2009-10-25 08:10:41,9,13448.57,13450.68,Morning_Meds
2009-10-25 08:26:51,2009-10-25 08:30:46,9,13466.85,13470.77,Guest_Bathroom
2009-10-25 08:31:17,2009-10-25 09:09:02,9,13471.28,13509.03,Read
2009-10-25 09:26:35,2009-10-25 09:27:09,9,13526.58,13527.15,Kitchen_Activity
2009-10-25 09:27:13,2009-10-25 09:53:54,9,13527.22,13553.9,Master_Bathroom
2009-10-25 09:54:00,2009-10-25 11:04:52,9,13554.0,13624.87,Chores
2009-10-25 11:04:56,2009-10-25 11:09:25,9,13624.93,13629.42,Master_Bathroom
2009-10-25 12:20:47,2009-10-25 12:22:05,9,13700.78,13702.08,Master_Bathroom
2009-10-25 12:25:52,2009-10-25 12:40:47,9,13705.87,13720.78,Meditate
2009-10-25 13:00:31,2009-10-25 13:26:55,9,13740.52,13766.92,Leave_Home
2009-10-25 13:57:55,2009-10-25 14:15:59,9,13797.92,13815.98,Sleep
2009-10-25 14:32:47,2009-10-25 14:33:04,9,13832.78,13833.07,Leave_Home
2009-10-25 14:37:20,2009-10-25 14:37:28,9,13837.33,13837.47,Leave_Home
2009-10-25 14:37:36,2009-10-25 15:11:07,9,13837.6,13871.12,Kitchen_Activity
2009-10-25 14:40:49,2009-10-25 14:44:42,9,13840.82,13844.7,Meditate
2009-10-25 14:45:37,2009-10-25 14:54:13,9,13845.62,13854.22,Meditate
2009-10-25 14:59:31,2009-10-25 15:08:55,9,13859.52,13868.92,Meditate
2009-10-25 16:25:33,2009-10-25 16:25:39,9,13945.55,13945.65,Leave_Home
2009-10-25 16:42:57,2009-10-25 16:43:57,9,13962.95,13963.95,Leave_Home
